date,file_path,mean,median,stdev,var,iqr,valid_pixels
2013-05-02T00:00:00,temp_folder/sa1324.tif,0.32560385976265166,0.2857142857142858,0.28410101706713253,0.08071338789857914,0.3877551020408163,17770827
2013-05-07T00:00:00,temp_folder/sa1325.tif,0.3028763329651811,0.26530612244897966,0.28596106680992156,0.08177373173106842,0.38775510204081653,17770827
2013-05-12T00:00:00,temp_folder/sa1326.tif,0.27878346623304473,0.22448979591836737,0.2901126712201518,0.08416536200249189,0.40816326530612246,17770827
2013-05-17T00:00:00,temp_folder/sa1327.tif,0.25355308198035964,0.20408163265306123,0.2964506366316299,0.08788297995929868,0.40816326530612246,17770827
2013-05-22T00:00:00,temp_folder/sa1328.tif,0.22649613634923274,0.16326530612244894,0.3022999157480082,0.09138523906125286,0.4285714285714286,17770827
2013-05-28T00:00:00,temp_folder/sa1329.tif,0.1958403343776603,0.12244897959183665,0.30480592635778414,0.09290665274282695,0.4285714285714286,17770827
2013-06-02T00:00:00,temp_folder/sa1330.tif,0.1633534718107817,0.1020408163265305,0.3066836069411002,0.09405483476640324,0.4285714285714285,17770827
2013-06-07T00:00:00,temp_folder/sa1331.tif,0.1312425782853607,0.061224489795918435,0.3082234037104476,0.09500166659485355,0.4285714285714285,17770827
2013-06-12T00:00:00,temp_folder/sa1332.tif,0.10149045522602196,0.020408163265306145,0.3090310476867359,0.09550018843436163,0.4285714285714287,17770827
2013-06-17T00:00:00,temp_folder/sa1333.tif,0.0748559791631441,0.0,0.3099371467651242,0.09606103494490613,0.40816326530612246,17770827
2013-06-22T00:00:00,temp_folder/sa1334.tif,0.052624305712442775,-0.04081632653061229,0.31138955486151965,0.09696345487685536,0.40816326530612246,17770827
2013-06-27T00:00:00,temp_folder/sa1335.tif,0.03447033628827595,-0.061224489795918324,0.3141867053376714,0.09871328581094074,0.40816326530612246,17770827
2013-07-02T00:00:00,temp_folder/sa1336.tif,0.02044288136019363,-0.08163265306122447,0.3179473609519416,0.10109052433630425,0.40816326530612246,17770827
2013-07-07T00:00:00,temp_folder/sa1337.tif,0.010777382705739531,-0.10204081632653061,0.3227573109135941,0.10417228174817447,0.40816326530612246,17770827
2013-07-12T00:00:00,temp_folder/sa1338.tif,0.003495443306070827,-0.12244897959183676,0.32750378446140455,0.10725872883654211,0.4285714285714286,17770827
2013-07-17T00:00:00,temp_folder/sa1339.tif,-0.002151651344894014,-0.12244897959183676,0.33238250193164004,0.11047812759033668,0.40816326530612246,17770827
2013-07-22T00:00:00,temp_folder/sa1340.tif,-0.007314623365858752,-0.1428571428571429,0.3359875519082306,0.11288763503728597,0.4285714285714285,17770827
2013-07-27T00:00:00,temp_folder/sa1341.tif,-0.011840723482346133,-0.1428571428571429,0.3385391887559228,0.11460878232351833,0.4285714285714285,17770827
2013-08-01T00:00:00,temp_folder/sa1342.tif,-0.016019418551034746,-0.1428571428571429,0.3406978567181081,0.1160750295723125,0.40816326530612235,17770827
2013-08-06T00:00:00,temp_folder/sa1343.tif,-0.020188623892198394,-0.16326530612244894,0.3433060828395858,0.11785906651466056,0.40816326530612235,17770827
2013-08-12T00:00:00,temp_folder/sa1344.tif,-0.02627793467431874,-0.16326530612244894,0.3445682083767152,0.11872725022393942,0.40816326530612235,17770827
2013-08-17T00:00:00,temp_folder/sa1345.tif,-0.03477595550588249,-0.16326530612244894,0.34318135579011105,0.1177734429619388,0.3877551020408162,17770827
2013-08-22T00:00:00,temp_folder/sa1346.tif,-0.04537117164373573,-0.18367346938775508,0.3387973138916568,0.1147836199002018,0.3673469387755103,17770827
2013-08-27T00:00:00,temp_folder/sa1347.tif,-0.054579405062348284,-0.18367346938775508,0.33463177432053054,0.11197842438490647,0.34693877551020413,17770827
2013-09-01T00:00:00,temp_folder/sa1348.tif,-0.06163403919926295,-0.18367346938775508,0.330314873225617,0.1091079154740554,0.326530612244898,17770827
