date,pressure,humidity,clouds,dew_point,rain,tempmax,tempmin,tempmean,tempdiurnal,precipprob,solarradiation,solarenergy,uvi
1979-01-01,1012.72,68.72,70.16,16.192,3.84,30.65,16.99,23.82,13.66,0.0,239.48000000000002,20.68,9.0
1979-01-02,1010.08333333333,67.8333333333333,61.5,16.04625,1.97,32.29,14.73,23.51,17.56,0.0,246.54000000000002,21.38,8.8
1979-01-03,1015.41666666667,70.6666666666667,53.2083333333333,14.09125,2.33,27.06,14.75,20.905,12.31,0.0,258.71999999999997,22.380000000000003,9.0
1979-01-04,1021.29166666667,68.9583333333333,69.9583333333333,11.2591666666667,0.93,21.09,13.07,17.08,8.02,0.0,151.98000000000002,13.14,6.0
1979-01-05,1018.04166666667,60.0416666666667,35.7916666666667,11.1041666666667,0.0,26.19,13.81,20.0,12.38,0.0,237.38000000000002,20.52,8.6
1979-01-06,1012.33333333333,53.375,34.4583333333333,12.5075,1.19,31.63,15.87,23.75,15.76,0.0,290.64,25.119999999999997,9.0
1979-01-07,1014.5,66.125,60.3333333333333,14.1845833333333,6.89,30.81,15.51,23.16,15.3,0.0,236.18,20.46,7.8
1979-01-08,1021.20833333333,72.5,67.25,14.1379166666667,0.0,25.05,14.81,19.93,10.24,0.0,188.7,16.36,6.8
1979-01-09,1018.41666666667,66.75,40.2916666666667,13.8641666666667,0.0,27.96,14.84,21.4,13.12,0.0,267.8,23.060000000000002,9.0
1979-01-10,1012.66666666667,56.875,44.9583333333333,13.4466666666667,0.0,30.29,16.34,23.315,13.95,0.0,272.64000000000004,23.54,9.4
1979-01-11,1010.58333333333,52.0833333333333,46.5,12.4420833333333,0.0,32.76,16.45,24.605,16.31,0.0,272.32000000000005,23.4,9.2
1979-01-12,1011.95833333333,67.5833333333333,82.2916666666667,14.99,6.73,29.9,16.32,23.11,13.58,0.0,159.5,13.719999999999999,8.0
1979-01-13,1015.125,66.5,82.9166666666667,14.8920833333333,2.86,28.98,15.87,22.425,13.11,0.0,160.64000000000001,13.76,8.4
1979-01-14,1015.83333333333,61.4166666666667,27.25,14.76125,0.17,31.86,14.78,23.32,17.08,0.0,258.38,22.28,9.0
1979-01-15,1015.16666666667,63.625,48.375,16.5929166666667,0.64,31.34,17.91,24.625,13.43,0.0,242.1,20.860000000000003,8.6
1979-01-16,1013.33333333333,57.5,82.4166666666667,14.7254166666667,0.44,31.73,17.9,24.815,13.83,0.0,184.64000000000001,15.919999999999998,8.0
1979-01-17,1013.91666666667,64.375,56.0416666666667,15.8741666666667,10.82,32.05,18.19,25.12,13.86,0.0,288.4,24.880000000000003,8.8
1979-01-18,1015.33333333333,74.7916666666667,87.9583333333333,16.05,4.02,26.26,18.02,22.14,8.24,0.0,114.02000000000001,9.86,5.8
1979-01-19,1013.84,75.36,62.08,17.0004,8.26,28.81,16.85,22.83,11.96,0.0,205.3,17.68,8.4
1979-01-20,1010.45833333333,85.7083333333333,94.5416666666667,17.2470833333333,4.09,23.74,16.69,20.215,7.05,0.0,81.10000000000001,7.0200000000000005,4.2
1979-01-21,1012.5,67.5833333333333,78.125,14.81625,0.0,29.82,14.56,22.19,15.26,0.0,245.87999999999997,21.2,9.4
1979-01-22,1021.70833333333,60.625,65.4166666666667,10.80125,0.0,26.75,13.35,20.05,13.4,0.0,236.3,20.5,8.0
1979-01-23,1022.66666666667,59.0,11.25,10.2916666666667,0.0,25.72,12.11,18.915,13.61,0.0,269.12,23.12,8.8
1979-01-24,1018.54166666667,58.9583333333333,5.95833333333333,11.3866666666667,0.0,27.01,13.24,20.125,13.77,0.0,193.26,16.6,7.4
1979-01-25,1014.91666666667,55.2916666666667,45.0,12.1704166666667,0.0,28.5,15.48,21.99,13.02,0.0,279.82,24.2,9.2
1979-01-26,1012.25,48.5833333333333,51.9166666666667,12.0975,0.0,31.34,15.87,23.605,15.47,0.0,276.34000000000003,23.84,9.2
1979-01-27,1011.5,53.0416666666667,67.1666666666667,13.46875,0.0,30.37,18.33,24.35,12.04,0.0,255.71999999999997,22.12,8.4
1979-01-28,1010.70833333333,58.1666666666667,55.75,15.26,0.3,30.13,19.54,24.835,10.59,0.0,275.16,23.8,9.4
1979-01-29,1010.79166666667,67.4583333333333,56.1666666666667,16.5954166666667,5.73,29.22,18.74,23.98,10.48,0.0,314.16,27.139999999999997,9.6
1979-01-30,1015.54166666667,79.5416666666667,87.7916666666667,17.285,10.66,27.05,17.02,22.035,10.03,0.0,98.26,8.48,5.0
1979-01-31,1018.70833333333,79.375,72.375,16.2991666666667,5.09,24.55,16.27,20.41,8.28,0.0,202.07999999999998,17.580000000000002,6.8
1979-02-01,1017.70833333333,74.5833333333333,34.875,16.1666666666667,0.43,27.85,15.55,21.7,12.3,0.0,240.24,20.74,8.8
1979-02-02,1016.73076923077,73.5769230769231,35.5384615384615,15.6961538461538,7.72,28.5,14.58,21.54,13.92,0.0,225.32000000000002,19.46,8.2
1979-02-03,1015.20833333333,72.125,31.25,14.9458333333333,0.0,26.73,14.02,20.375,12.71,0.0,282.44,24.36,9.2
1979-02-04,1013.25,64.5416666666667,16.2083333333333,14.9679166666667,0.0,28.9,15.08,21.99,13.82,0.0,271.06,23.400000000000002,8.8
1979-02-05,1011.83333333333,65.125,32.7083333333333,15.8883333333333,5.11,31.28,17.65,24.465,13.63,0.0,227.7,19.64,8.8
1979-02-06,1012.95833333333,68.375,54.2083333333333,17.1229166666667,5.09,31.82,17.36,24.59,14.46,0.0,237.9,20.5,8.4
1979-02-07,1012.75,69.75,52.6666666666667,16.155,4.27,28.77,17.81,23.29,10.96,0.0,240.38000000000002,20.68,8.6
1979-02-08,1013.125,75.4583333333333,42.9166666666667,16.5820833333333,10.02,28.29,17.21,22.75,11.08,0.0,215.46000000000004,18.54,7.6
1979-02-09,1013.95833333333,73.5416666666667,44.375,16.7933333333333,2.28,27.56,17.15,22.355,10.41,0.0,297.24,25.639999999999997,9.4
1979-02-10,1013.20833333333,70.75,36.4583333333333,16.1654166666667,6.94,29.9,16.74,23.32,13.16,0.0,252.92,21.88,8.4
1979-02-11,1013.875,72.3333333333333,43.5,16.535,0.76,27.98,16.77,22.375,11.21,0.0,295.06,25.419999999999998,9.2
1979-02-12,1013.83333333333,64.8333333333333,33.2916666666667,15.3770833333333,0.28,30.57,17.29,23.93,13.28,0.0,249.04000000000002,21.52,8.8
1979-02-13,1015.08333333333,60.125,77.7083333333333,14.2891666666667,0.0,28.82,17.64,23.23,11.18,0.0,173.82,14.940000000000001,8.6
1979-02-14,1013.25,63.7916666666667,38.5833333333333,14.8370833333333,0.65,29.83,17.15,23.49,12.68,0.0,258.46000000000004,22.22,8.8
1979-02-15,1010.16666666667,65.0416666666667,37.9166666666667,15.5291666666667,0.59,31.62,16.26,23.94,15.36,0.0,245.63999999999996,21.18,8.6
1979-02-16,1011.83333333333,74.4583333333333,50.4583333333333,15.8775,3.24,27.65,16.7,22.175,10.95,0.0,185.34,16.020000000000003,8.4
1979-02-17,1012.70833333333,71.9166666666667,80.5833333333333,17.235,3.97,30.8,16.61,23.705,14.19,0.0,182.67999999999998,15.8,8.6
1979-02-18,1011.58333333333,78.0833333333333,92.375,17.5954166666667,4.44,28.73,18.16,23.445,10.57,0.0,107.46000000000001,9.28,5.4
1979-02-19,1011.88,71.88,69.04,16.7888,3.21,29.72,17.68,23.7,12.04,0.0,206.18,17.900000000000002,8.2
1979-02-20,1017.58333333333,72.9583333333333,88.5,16.0066666666667,1.14,26.19,17.17,21.68,9.02,0.0,122.05999999999999,10.559999999999999,6.2
1979-02-21,1017.375,67.375,54.5833333333333,14.8508333333333,0.0,27.53,16.22,21.875,11.31,0.0,264.18,22.839999999999996,9.4
1979-02-22,1014.29166666667,61.8333333333333,41.75,14.30875,0.0,29.97,15.64,22.805,14.33,0.0,237.76000000000005,20.520000000000003,8.4
1979-02-23,1015.375,66.1666666666667,52.0833333333333,15.235,0.64,27.09,17.83,22.46,9.26,0.0,272.88,23.58,9.2
1979-02-24,1016.91666666667,58.5,49.1666666666667,13.55125,0.0,28.78,17.4,23.09,11.38,0.0,297.43999999999994,25.7,9.2
1979-02-25,1015.58333333333,62.5,27.375,14.5316666666667,0.0,28.67,17.6,23.135,11.07,0.0,231.32,20.02,8.4
1979-02-26,1013.91666666667,56.4583333333333,16.4166666666667,14.0479166666667,0.0,31.11,17.33,24.22,13.78,0.0,279.7,24.18,9.6
1979-02-27,1012.70833333333,53.4166666666667,8.16666666666667,13.1945833333333,0.0,31.73,18.1,24.915,13.63,0.0,258.73999999999995,22.32,8.8
1979-02-28,1010.04166666667,66.875,33.875,15.9075,0.71,29.03,17.3,23.165,11.73,0.0,203.5,17.56,8.8
1979-03-01,1008.83333333333,63.9166666666667,44.875,15.06375,1.89,31.35,16.94,24.145,14.41,0.0,279.26,24.14,8.8
1979-03-02,1011.08333333333,72.9583333333333,70.9583333333333,16.6204166666667,7.35,28.66,17.33,22.995,11.33,0.0,187.5,16.259999999999998,7.2
1979-03-03,1011.58333333333,79.25,81.9583333333333,16.91875,3.53,26.83,15.56,21.195,11.27,0.0,146.85999999999999,12.66,6.8
1979-03-04,1015.0,63.875,42.2083333333333,11.8941666666667,0.1,26.31,13.95,20.13,12.36,0.0,212.3,18.28,8.4
1979-03-05,1014.79166666667,69.9583333333333,47.3333333333333,13.4454166666667,1.93,25.71,13.74,19.725,11.97,0.0,268.48,23.140000000000004,9.0
1979-03-06,1015.20833333333,59.4166666666667,18.5,12.7075,0.15,29.72,14.69,22.205,15.03,0.0,263.34000000000003,22.8,9.2
1979-03-07,1018.54166666667,64.0416666666667,23.4166666666667,13.9420833333333,0.0,29.33,16.45,22.89,12.88,0.0,233.84,20.14,8.6
1979-03-08,1018.70833333333,54.0416666666667,21.3333333333333,12.2879166666667,0.0,31.43,16.11,23.77,15.32,0.0,216.04000000000002,18.799999999999997,8.8
1979-03-09,1019.08333333333,52.5833333333333,14.125,10.86875,0.0,31.36,14.88,23.12,16.48,0.0,256.65999999999997,22.06,8.8
1979-03-10,1015.79166666667,49.375,11.4583333333333,10.4845833333333,0.0,31.74,15.8,23.77,15.94,0.0,275.68,23.779999999999998,9.0
1979-03-11,1014.66666666667,51.1666666666667,4.625,11.1270833333333,0.0,30.4,15.36,22.88,15.04,0.0,304.36,26.28,9.8
1979-03-12,1017.33333333333,49.4166666666667,0.208333333333333,9.93291666666667,0.0,29.76,15.32,22.54,14.44,0.0,307.82000000000005,26.639999999999997,9.2
1979-03-13,1017.91666666667,55.875,0.458333333333333,10.64625,0.0,28.16,14.22,21.19,13.94,0.0,300.86,26.04,9.8
1979-03-14,1017.04166666667,57.4583333333333,13.625,11.9345833333333,0.0,29.28,14.48,21.88,14.8,0.0,313.74,27.1,9.6
1979-03-15,1016.875,51.4166666666667,7.58333333333333,10.7016666666667,0.0,29.86,14.97,22.415,14.89,0.0,232.21999999999997,20.1,8.6
1979-03-16,1016.83333333333,57.625,24.5833333333333,12.1625,0.0,28.98,16.14,22.56,12.84,0.0,261.48,22.560000000000002,8.8
1979-03-17,1015.25,56.375,23.5,12.3208333333333,0.0,30.8,14.85,22.825,15.95,0.0,258.08000000000004,22.360000000000003,9.4
1979-03-18,1013.29166666667,50.875,15.875,11.8870833333333,0.0,31.63,15.82,23.725,15.81,0.0,284.88,24.640000000000004,9.6
1979-03-19,1011.66666666667,46.75,17.0,12.2420833333333,0.0,32.69,19.02,25.855,13.67,0.0,306.8,26.580000000000002,9.8
1979-03-20,1013.44,54.28,39.68,13.6124,3.59,33.17,16.93,25.05,16.24,0.0,283.21999999999997,24.46,9.4
1979-03-21,1016.08333333333,67.2916666666667,48.0,14.995,10.1,29.86,16.4,23.13,13.46,0.0,247.85999999999999,21.34,8.6
1979-03-22,1017.36,76.48,60.64,15.2216,10.05,26.22,14.87,20.545,11.35,0.0,160.97999999999996,13.84,7.0
1979-03-23,1018.25,80.2083333333333,69.0,15.6008333333333,2.48,25.86,14.72,20.29,11.14,0.0,177.4,15.460000000000003,6.0
1979-03-24,1016.54166666667,79.375,36.6666666666667,15.3925,0.12,24.44,15.13,19.785,9.31,0.0,189.23999999999998,16.4,7.6
1979-03-25,1015.0,76.375,49.875,15.0833333333333,2.39,26.23,14.57,20.4,11.66,0.0,243.06000000000003,21.06,9.4
1979-03-26,1014.33333333333,76.3333333333333,41.2916666666667,15.1608333333333,5.78,26.34,14.77,20.555,11.57,0.0,249.87999999999997,21.56,8.4
1979-03-27,1012.41666666667,68.3333333333333,53.3333333333333,14.3895833333333,5.83,29.53,14.36,21.945,15.17,0.0,272.34000000000003,23.46,8.8
1979-03-28,1010.625,61.375,3.70833333333333,11.7991666666667,0.0,28.86,12.98,20.92,15.88,0.0,208.35999999999999,18.0,8.4
1979-03-29,1012.79166666667,47.5416666666667,0.208333333333333,5.7125,0.0,24.81,12.59,18.7,12.22,0.0,218.21999999999997,18.74,7.8
1979-03-30,1015.41666666667,54.25,0.958333333333333,7.74583333333333,0.0,24.59,10.93,17.76,13.66,0.0,242.9,20.94,8.4
1979-03-31,1019.125,73.875,54.9583333333333,11.5816666666667,0.0,23.22,12.38,17.8,10.84,0.0,131.45999999999998,11.42,6.2
1979-04-01,1017.5,64.125,18.5,12.67625,0.12,28.33,14.19,21.26,14.14,0.0,229.4,19.779999999999998,8.2
1979-04-02,1019.125,63.1666666666667,27.7083333333333,12.8895833333333,0.0,28.2,16.22,22.21,11.98,0.0,268.52000000000004,23.300000000000004,9.2
1979-04-03,1018.75,72.0,37.5416666666667,14.1820833333333,2.77,27.51,14.29,20.9,13.22,0.0,231.2,20.000000000000004,8.2
1979-04-04,1019.16666666667,73.9583333333333,51.5833333333333,14.2666666666667,0.42,26.17,13.36,19.765,12.81,0.0,247.45999999999998,21.4,9.2
1979-04-05,1016.625,62.3333333333333,16.9583333333333,11.9645833333333,0.0,29.49,12.82,21.155,16.67,0.0,255.68,22.140000000000004,8.8
1979-04-06,1017.25,59.8333333333333,31.2083333333333,11.5833333333333,0.43,28.89,14.16,21.525,14.73,0.0,241.61999999999998,20.9,8.4
1979-04-07,1018.25,69.1666666666667,17.9166666666667,13.48,0.18,27.05,14.82,20.935,12.23,0.0,211.48000000000002,18.299999999999997,8.0
1979-04-08,1018.875,65.7916666666667,22.9166666666667,12.2983333333333,0.52,27.98,13.08,20.53,14.9,0.0,222.56000000000003,19.119999999999997,8.2
1979-04-09,1018.95833333333,64.1666666666667,8.83333333333333,11.8316666666667,0.0,27.83,12.83,20.33,15.0,0.0,217.94,18.740000000000002,7.8
1979-04-10,1017.0,59.7083333333333,9.54166666666667,11.1779166666667,0.0,28.77,12.74,20.755,16.03,0.0,258.67999999999995,22.4,9.0
1979-04-11,1014.66666666667,53.7083333333333,10.2083333333333,10.1470833333333,0.0,29.79,14.14,21.965,15.65,0.0,315.9,27.3,10.0
1979-04-12,1014.08333333333,51.3333333333333,6.25,10.2145833333333,0.0,28.65,15.6,22.125,13.05,0.0,304.36,26.28,9.8
1979-04-13,1012.95833333333,53.25,9.375,10.28375,0.0,28.84,15.46,22.15,13.38,0.0,312.71999999999997,26.98,10.0
1979-04-14,1014.41666666667,58.5833333333333,15.5416666666667,11.3266666666667,0.0,28.38,14.81,21.595,13.57,0.0,258.96000000000004,22.419999999999998,8.8
1979-04-15,1019.45833333333,72.2916666666667,42.375,12.9083333333333,6.87,26.88,13.52,20.2,13.36,0.0,222.2,19.2,8.0
1979-04-16,1021.625,70.0,35.125,12.0579166666667,0.0,24.21,12.81,18.51,11.4,0.0,231.94,20.1,8.4
1979-04-17,1019.29166666667,70.0833333333333,30.5833333333333,11.7533333333333,0.0,25.59,11.8,18.695,13.79,0.0,189.32000000000002,16.36,7.8
1979-04-18,1017.41666666667,65.125,42.125,11.3008333333333,0.0,24.86,13.11,18.985,11.75,0.0,254.66000000000003,22.0,9.2
1979-04-19,1017.0,62.9166666666667,12.9166666666667,10.9116666666667,0.0,25.77,13.77,19.77,12.0,0.0,238.32,20.62,8.6
1979-04-20,1017.79166666667,68.2083333333333,45.7083333333333,12.0420833333333,7.73,27.81,13.22,20.515,14.59,0.0,251.56,21.7,8.0
1979-04-21,1019.95833333333,77.8333333333333,54.375,12.7858333333333,8.78,23.33,12.22,17.775,11.11,0.0,145.04,12.58,7.0
1979-04-22,1019.875,81.6666666666667,40.7083333333333,13.1158333333333,0.64,22.65,12.61,17.63,10.04,0.0,180.45999999999998,15.660000000000002,7.2
1979-04-23,1018.33333333333,83.3333333333333,53.375,12.9525,3.52,21.95,12.81,17.38,9.14,0.0,160.23999999999998,13.879999999999999,7.2
1979-04-24,1015.79166666667,69.5833333333333,16.7916666666667,10.6416666666667,0.14,24.17,11.99,18.08,12.18,0.0,152.94,13.26,6.6
1979-04-25,1014.875,63.4583333333333,22.5,9.25041666666667,0.0,24.61,11.77,18.19,12.84,0.0,224.38000000000002,19.339999999999996,8.4
1979-04-26,1013.125,67.7916666666667,38.2916666666667,10.1495833333333,0.0,23.95,11.94,17.945,12.01,0.0,190.52000000000004,16.48,7.6
1979-04-27,1014.125,58.1666666666667,0.208333333333333,8.4825,0.0,26.99,11.22,19.105,15.77,0.0,191.64000000000001,16.520000000000003,7.6
1979-04-28,1015.33333333333,58.2083333333333,0.0,9.05166666666667,0.0,27.05,11.4,19.225,15.65,0.0,185.2,15.98,7.4
1979-04-29,1014.375,56.625,1.95833333333333,9.34375,0.0,27.46,11.16,19.31,16.3,0.0,207.92,17.94,7.8
1979-04-30,1015.25,56.4166666666667,7.91666666666667,10.4691666666667,0.0,27.46,14.81,21.135,12.65,0.0,248.78000000000003,21.44,8.6
1979-05-01,1018.33333333333,54.9583333333333,16.3333333333333,10.6425,0.0,28.77,14.81,21.79,13.96,0.0,273.2,23.58,9.6
1979-05-02,1018.41666666667,58.25,2.66666666666667,11.65125,0.0,28.79,14.62,21.705,14.17,0.0,237.5,20.54,8.6
1979-05-03,1015.83333333333,50.9583333333333,3.79166666666667,9.82375,0.0,29.22,15.74,22.48,13.48,0.0,304.36,26.279999999999994,9.8
1979-05-04,1016.08333333333,48.9166666666667,18.5416666666667,9.35791666666667,0.0,29.19,15.23,22.21,13.96,0.0,267.65999999999997,23.16,9.0
1979-05-05,1018.875,63.6666666666667,20.625,10.3245833333333,0.0,24.71,13.53,19.12,11.18,0.0,209.64000000000001,18.04,8.8
1979-05-06,1018.83333333333,79.9166666666667,38.5,11.4641666666667,1.25,21.55,9.3,15.425,12.25,0.0,167.16,14.540000000000001,6.6
1979-05-07,1020.625,55.2083333333333,1.29166666666667,3.50208333333333,0.0,21.07,6.21,13.64,14.86,0.0,176.88,15.219999999999999,6.6
1979-05-08,1026.75,75.1666666666667,32.9583333333333,4.97625,0.29,15.12,4.96,10.04,10.16,0.0,115.01999999999998,9.919999999999998,4.8
1979-05-09,1027.0,61.3333333333333,4.875,3.14458333333333,0.0,18.32,4.41,11.365,13.91,0.0,145.9,12.54,6.0
1979-05-10,1027.16666666667,57.5416666666667,0.125,2.68291666666667,0.0,20.94,5.46,13.2,15.48,0.0,142.68,12.280000000000001,6.0
1979-05-11,1026.45833333333,66.8333333333333,0.125,5.69333333333333,0.0,20.43,5.04,12.735,15.39,0.0,139.16,12.02,6.2
1979-05-12,1022.79166666667,55.875,0.0,3.90458333333333,0.0,23.03,6.55,14.79,16.48,0.0,152.20000000000002,13.1,5.8
1979-05-13,1022.91666666667,53.9583333333333,20.9166666666667,3.84083333333333,0.0,22.92,7.36,15.14,15.56,0.0,153.35999999999999,13.3,6.2
1979-05-14,1023.54166666667,58.0833333333333,0.0,4.78166666666667,0.0,23.05,7.76,15.405,15.29,0.0,185.14000000000001,15.919999999999998,6.6
1979-05-15,1025.79166666667,51.625,0.0,3.55166666666667,0.0,24.23,7.15,15.69,17.08,0.0,162.7,14.060000000000002,6.6
1979-05-16,1026.79166666667,53.2916666666667,0.0,3.83125,0.0,23.61,7.98,15.795,15.63,0.0,193.84,16.7,7.2
1979-05-17,1024.08333333333,65.1666666666667,0.0,6.41666666666667,0.0,22.86,7.81,15.335,15.05,0.0,161.96,13.959999999999999,6.6
1979-05-18,1020.375,60.5,0.0,5.415,0.0,23.05,6.44,14.745,16.61,0.0,184.04000000000002,15.9,7.0
1979-05-19,1020.375,56.3333333333333,10.6666666666667,4.65458333333333,0.0,22.18,6.25,14.215,15.93,0.0,139.32,12.059999999999999,5.6
1979-05-20,1021.54166666667,66.4166666666667,28.25,7.53375,0.0,21.47,8.69,15.08,12.78,0.0,207.51999999999998,17.88,7.4
1979-05-21,1020.375,54.8333333333333,0.125,4.97041666666667,0.0,23.77,7.64,15.705,16.13,0.0,174.66,15.0,6.6
1979-05-22,1022.08333333333,60.9583333333333,21.625,6.98833333333333,0.0,23.08,9.03,16.055,14.05,0.0,237.48000000000002,20.48,7.8
1979-05-23,1022.125,68.6666666666667,20.75,8.29291666666667,0.0,21.64,9.99,15.815,11.65,0.0,140.54000000000002,12.040000000000001,6.0
1979-05-24,1022.0,79.5,67.875,9.36333333333333,0.0,17.99,8.78,13.385,9.21,0.0,130.0,11.26,5.4
1979-05-25,1021.875,78.2916666666667,57.2083333333333,10.6279166666667,0.99,22.21,8.91,15.56,13.3,0.0,138.61999999999998,11.959999999999999,5.8
1979-05-26,1021.70833333333,67.75,11.625,8.42208333333333,0.0,24.06,9.2,16.63,14.86,0.0,155.94,13.52,6.2
1979-05-27,1023.29166666667,76.5833333333333,34.625,9.01541666666667,0.0,20.19,7.88,14.035,12.31,0.0,177.23999999999998,15.319999999999999,6.6
1979-05-28,1020.875,68.2083333333333,25.5833333333333,7.85541666666667,0.0,21.22,7.81,14.515,13.41,0.0,200.40000000000003,17.28,7.4
1979-05-29,1018.29166666667,66.4583333333333,37.9583333333333,8.72916666666667,0.12,22.91,8.97,15.94,13.94,0.0,200.6,17.34,8.0
1979-05-30,1016.41666666667,65.5416666666667,8.04166666666667,9.10583333333333,0.0,24.27,9.23,16.75,15.04,0.0,152.51999999999998,13.180000000000001,6.2
1979-05-31,1018.79166666667,65.0,14.875,9.39833333333333,0.0,24.9,10.81,17.855,14.09,0.0,164.57999999999998,14.2,6.8
1979-06-01,1025.5,70.875,9.41666666666667,10.0020833333333,0.0,21.22,9.9,15.56,11.32,0.0,130.6,11.24,5.0
1979-06-02,1028.125,76.5,59.0833333333333,10.1279166666667,0.0,21.54,9.03,15.285,12.51,0.0,116.74000000000001,10.18,4.8
1979-06-03,1025.125,70.6666666666667,18.1666666666667,8.19833333333333,0.0,21.29,7.83,14.56,13.46,0.0,141.0,12.2,6.0
1979-06-04,1021.79166666667,70.7083333333333,4.625,6.52583333333333,0.0,20.69,6.86,13.775,13.83,0.0,163.84,14.1,6.4
1979-06-05,1019.08333333333,66.5416666666667,0.0,6.55875,0.0,22.04,6.44,14.24,15.6,0.0,163.84,14.16,6.6
1979-06-06,1019.125,60.6666666666667,5.41666666666667,7.1775,0.0,25.59,9.09,17.34,16.5,0.0,224.96000000000004,19.479999999999997,8.0
1979-06-07,1021.16666666667,60.1666666666667,16.75,7.14416666666667,0.0,24.16,9.27,16.715,14.89,0.0,241.16,20.800000000000004,8.4
1979-06-08,1021.66666666667,71.25,12.5833333333333,8.68041666666667,0.0,21.8,9.51,15.655,12.29,0.0,157.64000000000001,13.639999999999997,6.2
1979-06-09,1017.70833333333,59.4583333333333,0.791666666666667,5.78166666666667,0.0,24.66,7.65,16.155,17.01,0.0,208.78000000000003,18.059999999999995,7.4
1979-06-10,1015.25,50.9166666666667,0.0,4.06458333333333,0.0,23.22,8.7,15.96,14.52,0.0,221.45999999999998,19.040000000000003,8.0
1979-06-11,1018.375,51.5,0.25,0.1425,0.0,17.85,2.97,10.41,14.88,0.0,186.24,15.98,6.8
1979-06-12,1025.70833333333,45.6666666666667,0.0,-5.95125,0.0,11.92,0.21,6.065,11.71,0.0,187.14000000000001,16.18,6.8
1979-06-13,1032.54166666667,43.6666666666667,0.125,-5.72416666666667,0.0,14.25,-0.05,7.1,14.3,0.0,173.82,15.02,6.6
1979-06-14,1035.75,60.875,5.20833333333333,-1.01291666666667,0.0,14.67,0.71,7.69,13.96,0.0,137.1,11.82,5.8
1979-06-15,1034.20833333333,66.2083333333333,3.45833333333333,0.32875,0.0,13.7,1.11,7.405,12.59,0.0,117.38,10.1,5.2
1979-06-16,1034.58333333333,66.9166666666667,8.66666666666667,1.10875,0.0,15.05,1.32,8.185,13.73,0.0,119.02000000000001,10.24,5.4
1979-06-17,1035.54166666667,69.5,18.0,1.90791666666667,0.0,15.42,1.97,8.695,13.45,0.0,128.98,11.16,5.4
1979-06-18,1031.75,63.25,16.1666666666667,1.57,0.0,16.02,2.6,9.31,13.42,0.0,124.7,10.74,5.4
1979-06-19,1029.04166666667,60.8333333333333,0.0,0.88625,0.0,17.73,1.87,9.8,15.86,0.0,160.92000000000002,13.940000000000001,6.2
1979-06-20,1026.875,57.4583333333333,0.0,0.821666666666667,0.0,19.14,2.27,10.705,16.87,0.0,165.35999999999999,14.279999999999998,6.4
1979-06-21,1028.91666666667,59.5833333333333,0.708333333333333,2.16583333333333,0.0,19.29,3.22,11.255,16.07,0.0,157.56,13.620000000000001,6.2
1979-06-22,1029.66666666667,69.6666666666667,1.33333333333333,3.76166666666667,0.0,16.6,3.89,10.245,12.71,0.0,127.81999999999998,11.040000000000001,5.8
1979-06-23,1026.33333333333,70.2916666666667,0.0,3.85875,0.0,18.86,3.63,11.245,15.23,0.0,137.1,11.86,6.2
1979-06-24,1023.83333333333,67.8333333333333,0.0,3.84541666666667,0.0,19.01,4.38,11.695,14.63,0.0,135.51999999999998,11.72,5.8
1979-06-25,1021.75,58.4583333333333,0.0,1.80958333333333,0.0,20.95,3.34,12.145,17.61,0.0,149.94,12.84,6.0
1979-06-26,1021.75,49.625,1.16666666666667,-0.33625,0.0,21.95,3.54,12.745,18.41,0.0,184.42000000000002,15.919999999999998,7.0
1979-06-27,1024.125,44.1666666666667,0.0,-3.4725,0.0,19.45,3.08,11.265,16.37,0.0,194.32,16.759999999999998,7.2
1979-06-28,1024.54166666667,37.0416666666667,0.0,-4.06541666666667,0.0,22.3,2.97,12.635,19.33,0.0,194.32,16.759999999999998,7.2
1979-06-29,1027.08333333333,47.3333333333333,6.16666666666667,-1.40416666666667,0.0,19.13,2.97,11.05,16.16,0.0,175.18,15.14,6.8
1979-06-30,1026.20833333333,39.6666666666667,0.0,-4.06458333333333,0.0,22.33,2.09,12.21,20.24,0.0,189.16,16.28,7.0
1979-07-01,1027.41666666667,49.9583333333333,0.0,-0.260416666666666,0.0,18.81,4.15,11.48,14.66,0.0,179.0,15.420000000000002,7.0
1979-07-02,1030.79166666667,65.6666666666667,28.3333333333333,2.88333333333333,0.0,17.32,4.22,10.77,13.1,0.0,149.5,12.879999999999999,6.4
1979-07-03,1033.95833333333,74.25,21.3333333333333,3.93208333333333,0.0,15.87,3.65,9.76,12.22,0.0,128.04,11.120000000000001,6.0
1979-07-04,1034.20833333333,65.2083333333333,0.0416666666666667,1.19541666666667,0.0,16.4,1.6,9.0,14.8,0.0,130.64000000000001,11.260000000000002,5.4
1979-07-05,1029.91666666667,58.4583333333333,0.0,-0.71625,0.0,17.18,0.26,8.72,16.92,0.0,148.78000000000003,12.86,5.8
1979-07-06,1024.95833333333,56.3333333333333,0.0,-0.617083333333333,0.0,17.59,0.95,9.27,16.64,0.0,171.44,14.76,6.6
1979-07-07,1024.79166666667,51.75,6.54166666666667,0.0829166666666667,0.0,19.6,2.67,11.135,16.93,0.0,166.26,14.440000000000001,6.6
1979-07-08,1031.75,64.7083333333333,49.5833333333333,3.69166666666667,0.11,17.07,6.14,11.605,10.93,0.0,150.78,13.0,6.0
1979-07-09,1035.25,74.4166666666667,79.875,4.07791666666667,1.94,13.31,5.63,9.47,7.68,0.0,83.62,7.24,3.6
