date,tempmax,tempmin,dew_point,humidity,rain,pop,pressure,clouds,solarradiation,solarenergy,uvi,tempmean,tempdiurnal
1973-06-22,17.0,5.1,1.1,58.3,0.0,0.0,1028.42,3.3,158.44,13.579999999999998,6.0,11.05,11.9
1973-06-23,15.1,5.1,1.7,55.0,0.0,0.0,1030.0399999999997,46.6,137.72,11.84,6.0,10.1,10.0
1973-06-24,18.0,18.0,3.0,36.8,0.0,0.0,1025.06,0.1,214.7,18.48,7.6,18.0,0.0
1973-06-25,16.1,16.1,0.0,33.7,0.0,0.0,1022.4399999999999,60.0,191.14000000000001,16.5,7.0,16.1,0.0
1973-06-26,17.0,11.1,-5.3,24.8,0.0,0.0,1021.8800000000001,40.0,178.2,15.36,6.4,14.05,5.9
1973-06-27,12.1,8.0,3.1,62.4,0.0,0.0,1026.8400000000001,95.0,132.04,11.440000000000001,5.4,10.05,4.1
1973-06-28,15.0,8.1,1.6,51.2,0.0,0.0,1027.4,67.5,195.74,16.86,7.2,11.55,6.9
1973-06-29,15.0,7.1,2.7,56.5,0.0,0.0,1028.6399999999999,70.0,195.74,16.86,7.2,11.05,7.9
1973-06-30,19.0,19.0,1.0,30.0,0.0,0.0,1019.64,10.0,251.1,21.7,8.8,19.0,0.0
1973-07-01,19.0,8.1,-1.9,37.7,0.0,0.0,1026.0600000000002,0.0,174.61999999999998,15.080000000000002,6.6,13.55,10.9
1973-07-02,17.0,7.1,1.1,48.0,0.0,0.0,1025.8400000000001,20.0,173.18,14.98,6.8,12.05,9.9
1973-07-03,15.1,7.1,0.4,50.1,0.0,0.0,1025.3,0.0,164.92000000000002,14.14,6.0,11.1,8.0
1973-07-04,19.0,19.0,-3.0,22.4,0.0,0.0,1021.0599999999998,0.0,223.35999999999999,19.360000000000003,7.6,19.0,0.0
1973-07-05,18.0,18.0,-4.4,22.0,0.0,0.0,1020.74,0.0,223.35999999999999,19.359999999999996,7.6,18.0,0.0
1973-07-06,19.0,5.1,-6.3,28.0,0.0,0.0,1024.5,0.0,203.16000000000003,17.52,7.2,12.05,13.9
1973-07-07,18.0,4.1,3.7,59.6,0.0,0.0,1029.9,0.0,134.64000000000001,11.56,5.6,11.05,13.9
1973-07-08,17.0,7.1,4.6,64.6,0.0,0.0,1028.0,15.0,171.35999999999999,14.760000000000002,6.8,12.05,9.9
1973-07-09,15.0,12.1,2.6,47.5,0.0,0.0,1012.9,0.0,172.12,14.779999999999998,6.4,13.55,2.9
1973-07-10,17.1,5.1,1.6,55.9,0.0,0.0,1028.26,0.0,164.28000000000003,14.079999999999998,6.2,11.1,12.0
1973-07-11,8.1,8.1,1.1,61.3,0.0,0.0,1025.1399999999999,0.0,145.22,12.52,5.8,8.1,0.0
1973-07-12,18.0,5.1,-0.4,48.8,0.0,0.0,1026.7600000000002,0.0,188.56,16.18,7.0,11.55,12.9
1973-07-13,17.1,5.1,-2.2,39.2,0.0,0.0,1024.24,0.0,180.45999999999998,15.559999999999999,6.6,11.1,12.0
1973-07-14,18.0,3.1,0.6,54.6,0.0,0.0,1030.54,0.0,178.06,15.34,6.6,10.55,14.9
1973-07-15,18.0,12.1,0.0,37.2,0.0,0.0,1024.72,0.0,159.68,13.8,6.0,15.05,5.9
1973-07-16,17.0,3.1,-3.6,46.4,0.0,0.0,1030.3200000000002,0.0,185.95999999999998,15.98,6.8,10.05,13.9
1973-07-17,20.1,10.1,-9.6,19.4,0.0,0.0,1021.28,0.0,214.32,18.48,7.6,15.1,10.0
1973-07-18,23.0,5.1,-3.7,35.3,0.0,0.0,1028.62,0.0,144.36,12.459999999999999,5.8,14.05,17.9
1973-07-19,21.1,4.1,-5.4,33.8,0.0,0.0,1025.5600000000002,0.0,180.44,15.52,6.4,12.6,17.0
1973-07-20,21.0,5.1,-1.7,36.6,0.0,0.0,1021.74,17.5,194.32000000000002,16.78,7.2,13.05,15.9
1973-07-21,19.1,8.1,-5.6,27.3,0.0,0.0,1020.5,3.3,184.8,15.960000000000003,6.8,13.6,11.0
1973-07-22,18.0,6.1,4.0,67.6,0.0,0.0,1028.26,0.0,111.34,9.58,4.8,12.05,11.9
1973-07-23,16.0,3.1,2.7,70.7,0.0,0.0,1028.7,20.0,145.37999999999997,12.580000000000002,6.4,9.55,12.9
1973-07-24,15.1,2.1,1.8,67.6,0.0,0.0,1027.06,57.5,124.17999999999998,10.7,5.6,8.6,13.0
1973-07-25,16.1,6.1,2.4,61.2,0.0,0.0,1025.8400000000001,7.5,137.95999999999998,11.879999999999999,5.4,11.1,10.0
1973-07-26,17.1,5.1,1.1,54.7,0.0,0.0,1026.2999999999997,10.0,200.64000000000001,17.4,7.2,11.1,12.0
