"year","stage","pet","cloud_cover","maximum_temperature","minimum_temperature","vapour_pressure","diurnal_temperature_range","mean_temperature","precipitation","rain_days","ground_frost_frequency","gdd","hdd","cumulative_precipitation","soil_moisture_index","soil_temperature_index","uv_index"
1952,"maturity",5.4,43.4,28.1,14.3,14,13.8,21.15,133.6,17.5,0,32.4,32.3,274,-23.7407407407407,21.2,0.317972350230415
1953,"sowing",2.4,26.7,22.2,7.1,10.1,15.1,14.6,14.3,3.1,3.5,9.65,9.6,14.3,-4.95833333333333,14.65,0.565543071161049
1953,"germination",2.1,19.3,18.8,2.45,7.35,16.3,10.55,25.5,4.8,24.4,11.25,11.1,39.8,-11.1428571428571,10.625,0.847150259067358
1953,"tillering",2.9,26.8,20.3,4.8,8,15.6,12.5,20.6,3.6,7.4,7.55,7.5,60.4,-6.10344827586207,12.55,0.578358208955224
1953,"heading",4.45,34.6,25.2,9.55,10.5,15.65,17.35,71.6,10.9,3,24.75,24.7,132,-15.0898876404494,17.375,0.452312138728324
1953,"maturity",5.35,44.45,27.8,14.25,14.05,13.55,21,148.5,18.6,0,32.05,32,280.5,-26.7570093457944,21.025,0.304836895388077
1954,"sowing",2.3,31.4,21.4,7.2,10.1,14.2,14.3,43.5,5.7,3.3,9.3,9.3,43.5,-17.9130434782609,14.3,0.452229299363057
1954,"germination",2.1,20.7,18.5,2.55,7.4,15.95,10.5,29.1,5.2,24.1,11.05,11,72.6,-12.8571428571429,10.525,0.770531400966183
1954,"tillering",3.1,21.4,21.1,4.6,7.9,16.5,12.9,18.2,2.8,7.6,7.85,7.9,90.8,-4.87096774193548,12.85,0.771028037383178
1954,"heading",4.5,33.75,25.3,9.65,10.7,15.65,17.45,55.4,8.6,2.5,24.95,24.9,146.2,-11.3111111111111,17.475,0.463703703703704
1954,"maturity",5.5,39.95,28.2,13.9,13.8,14.35,21,112.3,15.2,0.1,32.1,32,258.5,-19.4181818181818,21.05,0.357947434292866
1955,"sowing",2.3,32.8,21.9,8,10.7,13.9,14.9,19.8,3.8,2.4,9.95,9.9,19.8,-7.60869565217391,14.95,0.423780487804878
1955,"germination",2.05,25.5,18.55,3.75,8.05,14.85,11.15,38.7,7.1,19,12.3,12.3,58.5,-17.8780487804878,11.15,0.580392156862745
1955,"tillering",2.9,24.8,19.7,3.8,7.6,15.9,11.7,15.4,2.8,9.5,6.75,6.7,73.9,-4.31034482758621,11.75,0.641129032258064
1955,"heading",4.3,32.3,23.95,7.8,9.5,16.1,15.85,58.8,9.4,5.6,21.75,21.7,132.7,-12.6744186046512,15.875,0.5
1955,"maturity",5.25,42,26.85,12.85,13,14,19.8,150.8,18.3,0.2,29.7,29.6,283.5,-27.7238095238095,19.85,0.333333333333333
1956,"sowing",2.3,31.1,20.8,6.5,9.8,14.3,13.6,37.9,5.5,4.5,8.65,8.6,37.9,-15.4782608695652,13.65,0.459807073954984
1956,"germination",2,22,19.3,3.6,8.1,15.6,11.4,12.6,2.3,9.6,6.45,6.4,50.5,-5.3,11.45,0.713636363636364
1956,"tillering",2.65,22.2,20.65,4.55,8.15,16.15,12.55,22.1,4.3,16.1,15.2,15.1,72.6,-7.33962264150943,12.6,0.725225225225225
1956,"heading",4.4,32.5,24.65,8.75,10.05,15.95,16.65,82,12,4.3,23.4,23.3,154.6,-17.6363636363636,16.7,0.489230769230769
1956,"maturity",5.3,44.5,27.3,13.75,13.5,13.55,20.5,146.6,17.6,0,31.05,31,301.2,-26.6603773584906,20.525,0.304494382022472
1957,"sowing",2.5,19.8,22.8,6.5,9.9,16.3,14.6,23,4.1,4.4,9.65,9.6,23,-8.2,14.65,0.823232323232323
1957,"germination",2.05,26.1,18.75,3.95,8.2,14.8,11.3,51.8,8,18.2,12.7,12.6,74.8,-24.2682926829268,11.35,0.567049808429119
1957,"tillering",3,23.3,21,4.9,8.1,16.2,12.9,29.9,4.6,7.2,7.95,7.9,104.7,-8.96666666666667,12.95,0.690987124463519
1957,"heading",4.15,39.6,23.8,9.45,10.5,14.4,16.6,124.1,15,2.7,23.25,23.2,228.8,-28.9036144578313,16.625,0.362373737373737
1957,"maturity",5.75,38.85,29.3,14.65,14.45,14.6,21.9,96.9,14.3,0,33.95,33.8,325.7,-15.8521739130435,21.975,0.377091377091377
1958,"sowing",2.4,26.9,22.4,7.3,10.3,15.1,14.8,36.6,5.1,3.3,9.85,9.8,36.6,-14.25,14.85,0.561338289962825
1958,"germination",2.2,18.1,19.85,3.25,7.85,16.55,11.55,11.6,2.7,20.8,13.1,13.1,48.2,-4.27272727272727,11.55,0.917127071823204
1958,"tillering",3.1,19.2,21.7,4.7,8.1,17,13.2,11.8,2.2,7.5,8.2,8.2,60,-2.80645161290323,13.2,0.885416666666667
1958,"heading",4.4,33.95,24.75,9.3,10.4,15.45,17,59.8,10.5,2.9,24.05,24,119.8,-12.5909090909091,17.025,0.455081001472754
1958,"maturity",5.55,41.45,28.75,14.7,14.5,14.05,21.7,148.1,17.9,0,33.45,33.4,267.9,-25.6846846846847,21.725,0.338962605548854
1959,"sowing",2.2,33.8,20.1,6.3,9.8,13.8,13.2,55.6,6.4,4.8,8.2,8.2,55.6,-24.2727272727273,13.2,0.408284023668639
1959,"germination",2.15,23.15,19.95,4.4,8.5,15.5,12.15,29.6,5.6,16.3,14.35,14.3,85.2,-12.7674418604651,12.175,0.67170626349892
1959,"tillering",3.1,21.9,21.2,4.8,8.1,16.4,13,16.7,2.9,7.4,8,8,101.9,-4.38709677419355,13,0.748858447488584
1959,"heading",4.5,32.9,25.25,9.25,10.3,16,17.2,54.4,9.5,3,24.5,24.4,156.3,-11.0888888888889,17.25,0.486322188449848
1959,"maturity",5.45,43.1,28.15,14.35,14.1,13.8,21.2,121.6,15.9,0,32.5,32.4,277.9,-21.3119266055046,21.25,0.320185614849188
1960,"sowing",2.3,28.3,21,6.2,9.5,14.8,13.6,21.1,4,4.9,8.6,8.6,21.1,-8.17391304347826,13.6,0.522968197879859
1960,"germination",2,23.3,19.1,3.7,8.2,15.3,11.4,12.7,2.7,9.5,6.4,6.4,33.8,-5.35,11.4,0.660944206008584
1960,"tillering",2.6,23.5,20.6,4.65,8.3,15.95,12.6,31,6,15.8,15.25,15.2,64.8,-10.9230769230769,12.625,0.678723404255319
1960,"heading",4.5,34.95,25.75,10.35,11.1,15.4,18.1,55,9.2,1.5,26.1,26.2,119.8,-11.2222222222222,18.05,0.440629470672389
1960,"maturity",5.45,44.8,28.25,14.8,14.3,13.45,21.5,155.3,17.5,0,33.05,33,275.1,-27.4954128440367,21.525,0.300223214285714
1961,"sowing",2.2,36.2,20.7,7.2,10.6,13.4,13.9,35.5,5.5,3.3,8.95,8.9,35.5,-15.1363636363636,13.95,0.37292817679558
1961,"germination",1.95,30.95,19.2,5.5,9.25,13.7,12.3,53.8,8.7,12,14.7,14.6,89.3,-26.5897435897436,12.35,0.44264943457189
1961,"tillering",2.9,28,20.1,5,8.2,15,12.5,16.7,3.4,6.8,7.55,7.5,106,-4.75862068965517,12.55,0.539285714285714
1961,"heading",4.45,32.7,25.15,9.4,10.5,15.8,17.25,46.1,8,2.3,24.55,24.5,152.1,-9.35955056179775,17.275,0.481651376146789
1961,"maturity",5.4,43.05,27.95,14.05,13.8,13.9,20.95,115.8,14.8,0,32,31.9,267.9,-20.4444444444444,21,0.32288037166086
1962,"sowing",2.5,22.4,22.1,6.2,9.6,15.9,14.1,7.6,1.9,4.9,9.15,9.1,7.6,-2.04,14.15,0.709821428571429
1962,"germination",2.2,19.6,19.85,3.65,7.95,16.15,11.75,25.5,4.4,19.5,13.5,13.5,33.1,-10.5909090909091,11.75,0.826530612244898
1962,"tillering",3.1,24.1,21.6,5.6,8.5,16,13.6,29.6,4.6,5.7,8.6,8.6,62.7,-8.54838709677419,13.6,0.663900414937759
1962,"heading",4.55,32.55,26,9.95,10.9,16.05,17.95,44.8,8.1,2.3,25.95,25.9,107.5,-8.84615384615384,17.975,0.493087557603687
1962,"maturity",5.4,44.25,28.3,14.6,14.5,13.65,21.4,132.7,16.5,0,32.9,32.8,240.2,-23.5740740740741,21.45,0.309604519774011
1963,"sowing",2.3,30.6,21,6.5,9.6,14.4,13.7,19,4,4.3,8.75,8.7,19,-7.26086956521739,13.75,0.473856209150327
1963,"germination",1.95,29.55,17.95,3.9,8.1,14,10.9,60.6,9.5,18.4,11.85,11.8,79.6,-30.0769230769231,10.925,0.475465313028765
1963,"tillering",3.1,22.1,21.2,4.7,7.8,16.5,12.9,14.6,2.9,7.6,7.95,7.9,94.2,-3.70967741935484,12.95,0.746606334841629
1963,"heading",4.55,36.95,26.3,11.15,11.4,15.1,18.7,53.7,9.7,0.7,27.45,27.4,147.9,-10.8021978021978,18.725,0.410013531799729
1963,"maturity",5.4,46.2,28.55,15.1,14.6,13.45,21.8,123,16.7,0,33.65,33.6,270.9,-21.7777777777778,21.825,0.291125541125541
1964,"sowing",2.5,23.2,22.7,7,10.1,15.7,14.8,7.3,2,3.8,9.85,9.8,7.3,-1.92,14.85,0.676724137931034
1964,"germination",1.9,26.3,17.5,2.8,7.4,14.7,10.1,34.4,4.9,11.2,5.15,5.1,41.7,-17.1052631578947,10.15,0.55893536121673
1964,"tillering",2.55,23.35,19.3,3.45,7.6,15.85,11.35,20.8,4.4,20.3,12.75,12.7,62.5,-7.15686274509804,11.375,0.678800856531049
1964,"heading",4.15,41.7,24,9.8,10.7,14.2,16.85,98.6,13,2.4,23.8,23.7,161.1,-22.7590361445783,16.9,0.34052757793765
1964,"maturity",5.4,42.05,27.8,13.85,13.65,13.95,20.8,105.9,15.3,0.1,31.65,31.6,267,-18.6111111111111,20.825,0.331747919143876
1965,"sowing",2.4,23.7,22.1,6.4,9.7,15.7,14.2,16.6,2.7,4.5,9.25,9.2,16.6,-5.91666666666667,14.25,0.662447257383966
1965,"germination",2.05,24.05,18.25,3,7.6,15.25,10.6,38.9,6.6,22.1,11.25,11.2,55.5,-17.9756097560976,10.625,0.634095634095634
1965,"tillering",3.1,25.4,22.1,6.3,8.9,15.9,14.2,15.1,2.8,4.6,9.2,9.2,70.6,-3.87096774193548,14.2,0.622047244094488
1965,"heading",4.3,38.1,24.35,9.65,10.15,14.75,17,55.6,9.7,1.6,24,24,126.2,-11.9302325581395,17,0.385826771653543
1965,"maturity",5.45,41.5,28.2,13.85,14.2,14.3,21,90.7,13.7,0,32.05,32,216.9,-15.6422018348624,21.025,0.345783132530121
1966,"sowing",2.4,25.4,22.1,6.6,9.8,15.5,14.3,18.1,2.8,4.2,9.35,9.3,18.1,-6.54166666666667,14.35,0.610236220472441
1966,"germination",2.1,22.9,19.6,4.15,8.55,15.45,11.85,21.7,4.7,17.5,13.75,13.7,39.8,-9.33333333333333,11.875,0.67467248908297
1966,"tillering",3,25.2,21.5,5.5,8.3,16,13.5,15.8,2.9,5.9,8.5,8.5,55.6,-4.26666666666667,13.5,0.634920634920635
1966,"heading",4.3,37.95,24.8,10,10.8,14.75,17.35,54.7,10,2.3,24.8,24.7,110.3,-11.7209302325581,17.4,0.389986824769433
1966,"maturity",5.55,41.65,29.1,15.05,14.85,14.05,22.05,103.7,14.3,0,34.15,34.1,214,-17.6846846846847,22.075,0.33733493397359
1967,"sowing",2.2,34.4,21.1,7.5,10.5,13.6,14.3,42.5,5.9,2.9,9.3,9.3,42.5,-18.3181818181818,14.3,0.395348837209302
1967,"germination",1.95,26.95,17.75,3.2,7.85,14.55,10.45,33.3,5.9,21.3,10.95,10.9,75.8,-16.0769230769231,10.475,0.539888682745826
1967,"tillering",3,24.2,20.9,5,8.2,15.9,12.9,12.2,3,6.8,7.95,7.9,88,-3.06666666666667,12.95,0.65702479338843
1967,"heading",4.45,33.6,25.2,9.6,10.6,15.65,17.35,45.3,8.6,2.3,24.8,24.7,133.3,-9.17977528089888,17.4,0.464285714285714
1967,"maturity",5.6,41.75,29,14.7,14.3,14.3,21.8,88.2,13.5,0,33.7,33.6,221.5,-14.75,21.85,0.34251497005988
1968,"sowing",2.1,39.1,20.2,7.6,10.5,12.7,13.9,34.3,5.4,2.9,8.9,8.9,34.3,-15.3333333333333,13.9,0.322250639386189
1968,"germination",1.8,28.9,16.3,2.2,7.2,14.1,9.3,18.1,2.9,12.3,4.25,4.3,52.4,-9.05555555555556,9.25,0.487889273356401
1968,"tillering",2.5,25.3,19.75,4.35,8.3,15.4,12,27.6,5.1,17.1,14.1,14,80,-10.04,12.05,0.608695652173913
1968,"heading",4.35,35.25,24.8,9.35,10.45,15.45,17.05,52.3,9.9,2.8,24.15,24.1,132.3,-11.0229885057471,17.075,0.438297872340425
1968,"maturity",5.5,40.75,28.45,14.2,14,14.25,21.3,97.8,13.8,0.1,32.65,32.6,230.1,-16.7818181818182,21.325,0.349693251533742
1969,"sowing",2.2,33.8,21,7,10.2,14,14,32,4.3,3.4,9,9,32,-13.5454545454545,14,0.414201183431953
1969,"germination",2.1,24.25,19.45,4.2,8.4,15.2,11.8,17.1,4,16.9,13.65,13.6,49.1,-7.14285714285715,11.825,0.628865979381443
1969,"tillering",3.1,22.9,21.8,5.7,8.6,16.1,13.7,8.8,2.2,5.7,8.75,8.7,57.9,-1.83870967741936,13.75,0.703056768558952
1969,"heading",4.15,40.65,23.9,9.55,10.55,14.35,16.7,88.2,12.2,2.8,23.45,23.4,146.1,-20.2530120481928,16.725,0.353013530135301
1969,"maturity",5.6,40.05,28.8,14.35,14.15,14.45,21.55,90.4,12.7,0,33.15,33.1,236.5,-15.1428571428571,21.575,0.360799001248439
1970,"sowing",2.4,32.5,21.9,7.9,10.3,14,14.8,23.2,4.4,2.4,9.9,9.8,23.2,-8.66666666666667,14.9,0.430769230769231
1970,"germination",2,25.9,18.6,3.85,8.25,14.8,11.15,39.8,7.3,18.7,12.45,12.3,63,-18.9,11.225,0.56949806949807
1970,"tillering",2.9,24.7,20.7,4.8,8.5,15.9,12.8,39.3,4.9,7.6,7.75,7.8,102.3,-12.551724137931,12.75,0.643724696356275
1970,"heading",4.35,38.05,24.85,9.95,10.75,14.9,17.35,68.9,11.1,2.3,24.8,24.7,171.2,-14.8390804597701,17.4,0.391590013140605
1970,"maturity",5.4,41.6,28.1,13.95,14.3,14.2,21,119.9,15.7,0.1,32.05,32,291.1,-21.2037037037037,21.025,0.340144230769231
1971,"sowing",2.3,34,21,7.1,10.1,13.9,14,37.7,5.3,3.3,9.05,9,37.7,-15.3913043478261,14.05,0.408823529411765
1971,"germination",2.05,27.25,18.85,4.35,8.3,14.55,11.6,42.7,7.3,15.9,13.2,13.2,80.4,-19.8292682926829,11.6,0.532110091743119
1971,"tillering",2.9,26,20.1,4.3,7.9,15.8,12.2,29.3,4.1,8.4,7.2,7.2,109.7,-9.10344827586207,12.2,0.607692307692308
1971,"heading",4.25,38.75,24.4,9.5,10.6,14.9,16.9,62.2,9.7,2.8,23.9,23.8,171.9,-13.6352941176471,16.95,0.384516129032258
1971,"maturity",5.35,43.85,27.7,13.85,13.6,13.9,20.75,111.6,14.6,0.1,31.55,31.5,283.5,-19.8598130841122,20.775,0.315849486887115
1972,"sowing",2.4,28.7,21.4,6.5,9.7,14.9,13.9,23.7,3.4,4.5,8.95,8.9,23.7,-8.875,13.95,0.519163763066202
1972,"germination",2,23.9,18.9,3.6,7.9,15.3,11.3,12.2,2.7,9.6,6.25,6.3,35.9,-5.1,11.25,0.640167364016736
1972,"tillering",2.65,20.05,20.5,3.8,7.75,16.7,12.15,16.7,3.9,19.1,14.3,14.3,52.6,-5.30188679245283,12.15,0.832917705735661
1972,"heading",4.55,34.1,25.95,10.1,10.85,15.85,18,40.7,8.5,2.2,26.05,26,93.3,-7.94505494505495,18.025,0.464809384164223
1972,"maturity",5.75,40.05,29.8,14.9,14.65,14.85,22.3,76.3,12.2,0,34.7,34.6,169.6,-12.2695652173913,22.35,0.372034956304619
1973,"sowing",2.3,28.9,21.4,6.7,10,14.7,14,10.7,2.4,4.2,9.05,9,10.7,-3.65217391304348,14.05,0.508650519031142
1973,"germination",2.15,21.55,20.05,4.3,8.5,15.8,12.2,21.5,4.6,16.7,14.35,14.4,32.2,-9,12.175,0.730858468677494
1973,"tillering",2.9,28.5,20.3,5,8.1,15.3,12.6,25,3.9,6.9,7.65,7.6,57.2,-7.62068965517241,12.65,0.536842105263158
1973,"heading",4.25,37.6,24.55,9.5,10.7,15.05,17,80.5,11.9,3.5,24.05,24,137.7,-17.9411764705882,17.025,0.400265957446809
1973,"maturity",5.25,46.8,27.3,14.25,13.85,13.05,20.75,144.6,17.9,0,31.55,31.5,282.3,-26.5428571428571,20.775,0.278846153846154
1974,"sowing",2.3,34.1,20.9,7.1,10,13.8,14,35.3,4.9,3.4,9,9,35.3,-14.3478260869565,14,0.404692082111437
1974,"germination",2.1,24.45,19.25,3.85,8.15,15.4,11.5,29.6,5,18.5,13.1,13,64.9,-13.0952380952381,11.55,0.629856850715746
1974,"tillering",2.8,30.5,19.5,4.8,8.2,14.7,12.1,44.3,5.3,7.5,7.15,7.1,109.2,-14.8214285714286,12.15,0.481967213114754
1974,"heading",4.35,34.5,24.5,9,10.3,15.5,16.75,39.5,8,3.2,23.5,23.5,148.7,-8.08045977011494,16.75,0.449275362318841
1974,"maturity",5.3,45.85,27.85,14.3,14.15,13.5,21.05,140.3,16.9,0,32.15,32.1,289,-25.4716981132075,21.075,0.295528898582334
1975,"sowing",2.4,27.7,21.8,6.7,10.3,15.1,14.2,24.9,4.7,4.4,9.25,9.2,24.9,-9.375,14.25,0.545126353790614
1975,"germination",2.15,22.85,19.5,3.75,8,15.7,11.6,32.6,6.7,18.6,13.25,13.2,57.5,-14.1627906976744,11.625,0.689277899343545
1975,"tillering",3,23.6,20.9,4.5,8,16.3,12.7,13.5,2.6,8,7.7,7.7,71,-3.5,12.7,0.694915254237288
1975,"heading",4.35,37.6,24.9,10,10.7,14.9,17.45,57.6,9,1.5,24.9,24.9,128.6,-12.2413793103448,17.45,0.396276595744681
1975,"maturity",5.15,46.6,27.2,13.8,13.7,13.45,20.45,180.9,19.2,0.1,31,30.9,309.5,-34.126213592233,20.5,0.28755364806867
1976,"sowing",2.2,36.3,20.9,7.6,10.3,13.3,14.2,37.3,5.4,2.8,9.25,9.2,37.3,-15.9545454545455,14.25,0.366391184573003
1976,"germination",1.9,28.1,18.4,4.1,8.4,14.3,11.2,18.9,2.9,8.6,6.25,6.2,56.2,-8.94736842105263,11.25,0.508896797153025
1976,"tillering",2.6,22.65,19.85,3.45,7.6,16.45,11.65,23.5,5,20.3,13.3,13.3,79.7,-8.03846153846154,11.65,0.724061810154526
1976,"heading",4.15,42.05,24.25,10.05,10.65,14.15,17.1,100.3,13.6,1.5,24.3,24.2,180,-23.1686746987952,17.15,0.33769322235434
1976,"maturity",5.35,41.45,27.75,13.2,13.55,14.5,20.45,108.9,15.7,0.2,30.95,30.9,288.9,-19.3551401869159,20.475,0.35102533172497
1977,"sowing",2.3,28.9,20.9,6,9.4,14.9,13.4,36.2,5.1,5.3,8.45,8.4,36.2,-14.7391304347826,13.45,0.515570934256055
1977,"germination",2.2,18.15,19.9,3.15,7.75,16.65,11.5,23.8,4.1,21.7,13.05,13,60,-9.81818181818182,11.525,0.922865013774105
1977,"tillering",3,24.6,21,5,8.4,16,13,17.9,3.4,6.9,8,8,77.9,-4.96666666666667,13,0.650406504065041
1977,"heading",4.3,39.7,24.9,10.35,11.15,14.55,17.6,85.4,13,1.6,25.25,25.2,163.3,-18.8604651162791,17.625,0.366498740554156
1977,"maturity",5.6,43,29.1,14.95,14.55,14.15,22.05,130.4,16.6,0,34.05,34.1,293.7,-22.2857142857143,22.025,0.32906976744186
1978,"sowing",2.5,24.1,22.2,6.2,9.7,16,14.2,8.7,1.8,4.8,9.2,9.2,8.7,-2.48,14.2,0.663900414937759
1978,"germination",2.2,19.5,20,3.25,7.8,16.7,11.6,14.9,3.3,20.8,13.25,13.2,23.6,-5.77272727272727,11.625,0.858974358974359
1978,"tillering",3,26.4,21.9,5.9,9.1,16,13.9,19.7,3.9,6.2,8.9,8.9,43.3,-5.56666666666667,13.9,0.606060606060606
1978,"heading",4.2,36.95,23.8,8.8,10.3,15,16.25,75.5,11.1,3.5,22.6,22.5,118.8,-16.9761904761905,16.3,0.40595399188092
1978,"maturity",5.55,42.85,28.85,14.6,14.05,14.3,21.7,106.9,15.1,0,33.45,33.4,225.7,-18.2612612612613,21.725,0.332555425904317
1979,"sowing",2.4,30.6,22.4,7.8,10.5,14.5,15.1,28.1,4.6,2.6,10.1,10.1,28.1,-10.7083333333333,15.1,0.477124183006536
1979,"germination",2.05,27.35,18.7,4.15,8.3,14.5,11.4,44.7,7.3,17,12.85,12.8,72.8,-20.8048780487805,11.425,0.53199268738574
1979,"tillering",2.8,35.6,20.6,6.8,9.1,13.9,13.7,42,5.6,3.8,8.7,8.7,114.8,-14,13.7,0.387640449438202
1979,"heading",4.25,39.25,24.35,9.8,10.85,14.6,17.05,67.3,11,2.4,24.15,24.1,182.1,-14.8352941176471,17.075,0.370700636942675
1979,"maturity",5.6,42.95,28.95,14.6,14.15,14.3,21.75,91.9,13.7,0,33.55,33.5,274,-15.4107142857143,21.775,0.334109429569267
1980,"sowing",2.5,21.4,22.8,6.4,9.8,16.4,14.6,10.8,2.2,4.5,9.6,9.6,10.8,-3.32,14.6,0.766355140186916
1980,"germination",2.1,22,19.4,3.6,7.9,15.8,11.5,11,2.2,9.5,6.5,6.5,21.8,-4.23809523809524,11.5,0.718181818181818
1980,"tillering",2.7,22.85,20.95,4.85,8.25,16.1,12.85,25.4,5.2,14.9,15.8,15.7,47.2,-8.40740740740741,12.9,0.704595185995624
1980,"heading",4.4,36.55,24.7,9.8,10.55,14.95,17.2,67.2,10.5,2.1,24.5,24.4,114.4,-14.2727272727273,17.25,0.40766073871409
1980,"maturity",5.35,45.7,27.9,14.2,14.1,13.7,21.05,144.3,16.9,0.1,32.1,32.1,258.7,-25.9719626168224,21.05,0.299781181619256
1981,"sowing",2.3,34.7,21.9,8,10.4,13.9,14.9,33.1,4.3,2.3,9.95,9.9,33.1,-13.3913043478261,14.95,0.400576368876081
1981,"germination",2.1,22,19.15,3.3,7.8,15.9,11.2,26.8,4.9,20.5,12.45,12.4,59.9,-11.7619047619048,11.225,0.720454545454545
1981,"tillering",2.6,36,18.6,5,8.2,13.6,11.8,53.3,6.6,6.7,6.8,6.8,113.2,-19.5,11.8,0.377777777777778
1981,"heading",4.1,37.5,23.25,8.5,9.7,14.7,15.8,63.4,10.9,4,21.75,21.6,176.6,-14.4634146341463,15.875,0.393333333333333
1981,"maturity",5.55,43.35,28.75,14.4,14.3,14.35,21.6,111.2,15.4,0,33.15,33.2,287.8,-19.036036036036,21.575,0.331026528258362
1982,"sowing",2.5,24,22.7,6.9,10,15.8,14.8,7.3,1.6,3.9,9.8,9.8,7.3,-1.92,14.8,0.658333333333333
1982,"germination",2.05,25.6,19.2,4.15,8.25,15.1,11.7,41,7.4,17.1,13.35,13.4,48.3,-19,11.675,0.587890625
1982,"tillering",3.1,22.1,21.9,5.2,8.4,16.7,13.5,7.3,1.8,6.6,8.55,8.5,55.6,-1.35483870967742,13.55,0.755656108597285
1982,"heading",4.4,40.75,25.45,11.05,11.05,14.35,18.2,79,12.7,0.6,26.5,26.4,134.6,-16.9545454545455,18.25,0.353374233128834
1982,"maturity",5.55,41.2,28.75,14.05,14.1,14.75,21.4,73.7,12.5,0.1,32.8,32.8,208.3,-12.2792792792793,21.4,0.356796116504854
1983,"sowing",2.3,32.5,21.9,7.8,10.9,14.1,14.8,31.9,5.1,2.7,9.85,9.8,31.9,-12.8695652173913,14.85,0.433846153846154
1983,"germination",2.1,28.05,19.45,4.85,8.75,14.55,12.1,59,8.8,14.3,14.3,14.2,90.9,-27.0952380952381,12.15,0.520499108734403
1983,"tillering",3,24.3,20.9,4.8,8,16.2,12.8,11.8,2.1,7.3,7.85,7.8,102.7,-2.93333333333333,12.85,0.662551440329218
1983,"heading",4.35,39.35,25.2,10.65,11.05,14.55,17.9,63.2,11.1,1.2,25.85,25.8,165.9,-13.5287356321839,17.925,0.369758576874206
1983,"maturity",5.3,48.9,28.35,15.2,14.8,13.15,21.75,151.7,18,0,33.55,33.5,317.6,-27.622641509434,21.775,0.268916155419223
1984,"sowing",2.4,31.1,21.8,7.4,10.3,14.4,14.6,24.1,4.1,3.1,9.6,9.6,24.1,-9.04166666666667,14.6,0.463022508038585
1984,"germination",2,25,19.5,4.5,8.5,15.1,12,16.1,3.1,7.8,7,7,40.2,-7.05,12,0.6
1984,"tillering",2.6,25.8,20.6,5.1,8.55,15.5,12.8,39.7,6,14,15.7,15.6,79.9,-14.2692307692308,12.85,0.60077519379845
1984,"heading",4.3,39.85,25.3,10.55,11.35,14.7,17.9,76.2,11.1,1.5,25.85,25.8,156.1,-16.7209302325581,17.925,0.370138017565872
1984,"maturity",5.6,41.85,28.6,14.3,13.95,14.3,21.4,83.2,12.9,0,32.9,32.8,239.3,-13.8571428571429,21.45,0.341696535244922
1985,"sowing",2.4,25.8,22.5,7.1,10.3,15.4,14.8,14.1,3.1,3.7,9.8,9.8,14.1,-4.875,14.8,0.596899224806202
1985,"germination",2.25,20.5,20.1,3.85,8.1,16.2,11.95,26.2,4.8,18.7,13.95,13.9,40.3,-10.6444444444444,11.975,0.792682926829268
1985,"tillering",3.2,20.7,23.2,6.4,9,16.7,14.8,6.2,1.8,4.3,9.8,9.8,46.5,-0.9375,14.8,0.811594202898551
1985,"heading",4.35,40.9,25.55,11.2,11.45,14.35,18.35,97.1,13.1,1,26.75,26.7,143.6,-21.3218390804598,18.375,0.350855745721271
1985,"maturity",5.4,48.4,28.5,15.3,14.55,13.2,21.9,151,18.6,0,33.8,33.8,294.6,-26.962962962963,21.9,0.272727272727273
1986,"sowing",2.6,21,24.1,7.8,10.5,16.3,15.9,3.8,1,2.6,10.95,10.9,3.8,-0.461538461538461,15.95,0.776190476190476
1986,"germination",2.15,24.85,19.7,4.5,8.3,15.2,12.05,33.4,6.2,15.9,14.2,14.1,37.2,-14.5348837209302,12.1,0.611670020120724
1986,"tillering",3,28.8,22,6.6,9.1,15.3,14.3,28.6,4,4,9.3,9.3,65.8,-8.53333333333333,14.3,0.534722222222222
1986,"heading",4.25,41.7,24.75,10.6,11,14.15,17.65,84.3,12.4,1.1,25.35,25.3,150.1,-18.8352941176471,17.675,0.339328537170264
1986,"maturity",5.5,44.1,28.6,14.65,14.2,13.95,21.6,108.5,14.9,0,33.25,33.2,258.6,-18.7272727272727,21.625,0.316326530612245
1987,"sowing",2.7,20,24.8,8.6,11.2,16.2,16.7,11.8,2.5,2,11.7,11.7,11.8,-3.37037037037037,16.7,0.81
1987,"germination",2.1,20.2,19.25,3.8,8,15.45,11.5,30.4,5.4,18.8,13.05,13,42.2,-13.4761904761905,11.525,0.764851485148515
1987,"tillering",3,25.7,20.9,5.8,8.5,15.1,13.3,27.5,4.2,5.5,8.35,8.3,69.7,-8.16666666666667,13.35,0.587548638132296
1987,"heading",4.1,42.05,23.75,10.5,11.05,13.25,17.1,121.2,14.4,1.2,24.25,24.2,190.9,-28.5609756097561,17.125,0.315101070154578
1987,"maturity",5.45,43.4,28.9,15.25,15.3,13.6,22.05,124.5,16.2,0,34.15,34.1,315.4,-21.8440366972477,22.075,0.314516129032258
1988,"sowing",2.5,25.9,22.6,7.8,10.4,14.8,15.2,17.6,3.3,2.7,10.2,10.2,17.6,-6.04,15.2,0.571428571428572
1988,"germination",1.9,25.2,18.5,3.9,8.2,14.5,11.2,19.6,3.9,8.8,6.2,6.2,37.2,-9.31578947368421,11.2,0.579365079365079
1988,"tillering",2.75,20,21.2,4.95,8.3,16.25,13.05,27.4,5.1,14.9,16.15,16.1,64.6,-8.96363636363636,13.075,0.8125
