timestamp,value
2007-09-01,297.952459122807
2007-08-01,240.686992173913
2007-07-01,222.001734603175
2007-06-01,206.516903650794
2007-05-01,178.006363333333
2007-04-01,178.555848166667
2007-03-01,173.313195
2007-02-01,175.26729
2007-01-01,172.5666305
2006-12-01,179.529555333333
2006-11-01,182.301077619048
2006-10-01,182.432305
2006-09-01,164.942319666667
2006-08-01,165.129378333333
2006-07-01,181.348366833333
2006-06-01,176.920755
2006-05-01,176.603423333333
2006-04-01,161.208002807018
2006-03-01,155.793146666667
2006-02-01,158.887350175439
2006-01-01,144.5679565
2005-12-01,139.99337
2005-11-01,136.353997301587
2005-10-01,143.072839206349
2005-09-01,137.386319365079
2005-08-01,131.558302173913
2005-07-01,130.164439166667
2005-06-01,122.473321666667
2005-05-01,119.154461904762
2005-04-01,120.064305079365
2005-03-01,129.955668333333
2005-02-01,123.129960877193
2005-01-01,122.778962166667
2004-12-01,123.554573043478
2004-11-01,127.133086666667
2004-10-01,123.056289365079
2004-09-01,126.8207655
2004-08-01,122.05578
2004-07-01,132.387431
2004-06-01,136.86140984127
2004-05-01,143.184267368421
2004-04-01,146.064823492064
2004-03-01,142.548725
2004-02-01,141.733859473684
2004-01-01,147.289612380952
2003-12-01,145.067495396825
2003-11-01,141.347084035088
2003-10-01,130.056604492754
2003-09-01,130.64998047619
2003-08-01,133.484491904762
2003-07-01,115.775953333333
2003-06-01,118.157133809524
2003-05-01,131.052411111111
2003-04-01,126.048273650794
2003-03-01,129.2458475
2003-02-01,141.656504385965
2003-01-01,140.483285555556
2002-12-01,149.195988333333
2002-11-01,164.279183968254
2002-10-01,180.043966666667
2002-09-01,173.342621746032
2002-08-01,149.61353
2002-07-01,132.644636666667
2002-06-01,115.411857
2002-05-01,104.096405217391
2002-04-01,104.802958333333
2002-03-01,102.551573666667
2002-02-01,103.837602
2002-01-01,106.189196666667
2001-12-01,104.370385166667
2001-11-01,106.801591111111
2001-10-01,104.831278550725
2001-09-01,103.176216
2001-08-01,104.224209275362
2001-07-01,108.343711666667
2001-06-01,109.426138730159
2001-05-01,110.774167246377
2001-04-01,106.154202698413
2001-03-01,105.571235
2001-02-01,103.323190666667
2001-01-01,109.479425
2000-12-01,113.740020166667
2000-11-01,105.036781666667
2000-10-01,107.775855
2000-09-01,103.44217015873
2000-08-01,96.6518188405797
2000-07-01,97.1257588888889
2000-06-01,103.366615
2000-05-01,99.1120469565218
2000-04-01,94.4312233333333
2000-03-01,96.3962107246377
2000-02-01,98.1668294444444
2000-01-01,93.6228626666666
1999-12-01,90.4373465217391
1999-11-01,91.6754483333333
1999-10-01,88.5522366666667
1999-09-01,94.79866
1999-08-01,98.0220816666666
1999-07-01,93.0139676190476
1999-06-01,99.9427733333333
1999-05-01,99.6103306349206
1999-04-01,102.331111666667
1999-03-01,104.575670434783
1999-02-01,104.278526
1999-01-01,111.893213492063
1998-12-01,111.804587463768
1998-11-01,115.611322619048
1998-10-01,112.155668253968
1998-09-01,97.5711366666667
1998-08-01,97.00328
1998-07-01,106.620535362319
1998-06-01,112.368813333333
1998-05-01,118.349600634921
1998-04-01,118.197695
1998-03-01,128.235396666667
1998-02-01,128.308884
1998-01-01,127.350208333333
1997-12-01,129.729106594203
1997-11-01,135.382039833333
1997-10-01,136.207174782609
1997-09-01,138.239695
1997-08-01,139.345981587302
1997-07-01,130.408065652174
1997-06-01,141.200661904762
1997-05-01,168.402905
1997-04-01,175.56792
1997-03-01,167.708592857143
1997-02-01,164.170702666667
1997-01-01,167.790752608696
1996-12-01,167.831071746032
1996-11-01,169.265824444444
1996-10-01,169.595984927536
1996-09-01,170.980528888889
1996-08-01,181.497011666667
1996-07-01,196.38691057971
1996-06-01,215.2260275
1996-05-01,248.59486826087
1996-04-01,239.516215714286
1996-03-01,205.257120793651
1996-02-01,206.166963968254
1996-01-01,196.428301666667
1995-12-01,208.924942016602
1995-11-01,204.067321777344
1995-10-01,203.791748046875
1995-09-01,193.671279907227
1995-08-01,184.393295288086
1995-07-01,190.08528137207
1995-06-01,169.98078918457
1995-05-01,158.611557006836
1995-04-01,148.978652954102
1995-03-01,150.385986328125
1995-02-01,154.420104980469
1995-01-01,156.213088989258
1994-12-01,164.62174987793
1994-11-01,161.986770629883
1994-10-01,167.188064575195
1994-09-01,158.785140991211
1994-08-01,146.024124145508
1994-07-01,137.600448608398
1994-06-01,139.304428100586
1994-05-01,140.147354125977
1994-04-01,140.452667236328
1994-03-01,141.04377746582
1994-02-01,147.037521362305
1994-01-01,153.207977294922
1993-12-01,158.645385742188
1993-11-01,146.501602172852
1993-10-01,135.956161499023
1993-09-01,131.294311523438
1993-08-01,129.797012329102
1993-07-01,127.522399902344
1993-06-01,121.81778717041
1993-05-01,136.580810546875
1993-04-01,141.992401123047
1993-03-01,147.899658203125
1993-02-01,148.884384155273
1993-01-01,155.650772094727
1992-12-01,147.827651977539
1992-11-01,147.574188232422
1992-10-01,140.581283569336
1992-09-01,138.735794067383
1992-08-01,128.168487548828
1992-07-01,136.31901550293
1992-06-01,148.665725708008
1992-05-01,149.689117431641
1992-04-01,159.931198120117
1992-03-01,169.350738525391
1992-02-01,177.130599975586
1992-01-01,169.954772949219
1991-12-01,160.836669921875
1991-11-01,149.536529541016
1991-10-01,146.887191772461
1991-09-01,135.37287902832
1991-08-01,125.326843261719
1991-07-01,118.209587097168
1991-06-01,120.151794433594
1991-05-01,122.036750793457
1991-04-01,120.886665344238
1991-03-01,119.416923522949
1991-02-01,113.905372619629
1991-01-01,111.333320617676
1990-12-01,113.17049407959
1990-11-01,112.803070068359
1990-10-01,114.640243530273
1990-09-01,114.272811889648
1990-08-01,116.844856262207
1990-07-01,124.92847442627
1990-06-01,135.584136962891
1990-05-01,149.179290771484
1990-04-01,159.467529296875
1990-03-01,156.528030395508
1990-02-01,160.937271118164
1990-01-01,167.918579101563
