Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1972","1972","100 g/ha","47935","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1972","1972","t","9587","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1973","1973","ha","2500","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1973","1973","100 g/ha","48448","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1973","1973","t","12112","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1974","1974","ha","2800","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1974","1974","100 g/ha","47336","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1974","1974","t","13254","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1975","1975","ha","3000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1975","1975","100 g/ha","49200","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1975","1975","t","14760","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1976","1976","ha","3300","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1976","1976","100 g/ha","51939","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1976","1976","t","17140","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1977","1977","ha","3500","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1977","1977","100 g/ha","54203","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1977","1977","t","18971","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1978","1978","ha","3500","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1978","1978","100 g/ha","52240","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1978","1978","t","18284","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1979","1979","ha","4000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1979","1979","100 g/ha","50405","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1979","1979","t","20162","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1980","1980","ha","4000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1980","1980","100 g/ha","50708","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1980","1980","t","20283","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1981","1981","ha","4000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1981","1981","100 g/ha","52838","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1981","1981","t","21135","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1982","1982","ha","4000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1982","1982","100 g/ha","54918","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1982","1982","t","21967","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1983","1983","ha","4000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1983","1983","100 g/ha","66453","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1983","1983","t","26581","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1984","1984","ha","4000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1984","1984","100 g/ha","55330","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1984","1984","t","22132","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1985","1985","ha","4300","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1985","1985","100 g/ha","59316","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1985","1985","t","25506","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1986","1986","ha","5300","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1986","1986","100 g/ha","61421","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1986","1986","t","32553","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1987","1987","ha","5400","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1987","1987","100 g/ha","70870","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1987","1987","t","38270","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1988","1988","ha","5400","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1988","1988","100 g/ha","76328","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1988","1988","t","41217","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1989","1989","ha","6000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1989","1989","100 g/ha","68340","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1989","1989","t","41004","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1990","1990","ha","6010","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1990","1990","100 g/ha","86203","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1990","1990","t","51808","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1991","1991","ha","7000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1991","1991","100 g/ha","69379","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1991","1991","t","48565","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1992","1992","ha","5600","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1992","1992","100 g/ha","75418","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1992","1992","t","42234","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1993","1993","ha","5300","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1993","1993","100 g/ha","71251","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1993","1993","t","37763","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1994","1994","ha","9000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1994","1994","100 g/ha","53798","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1994","1994","t","48418","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1995","1995","ha","8700","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1995","1995","100 g/ha","52216","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1995","1995","t","45428","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1996","1996","ha","7000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1996","1996","100 g/ha","76859","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1996","1996","t","53801","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1997","1997","ha","6000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1997","1997","100 g/ha","74310","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1997","1997","t","44586","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1998","1998","ha","10790","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1998","1998","100 g/ha","85413","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1998","1998","t","92161","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","1999","1999","ha","11450","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","1999","1999","100 g/ha","48728","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","1999","1999","t","55793","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2000","2000","ha","12380","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2000","2000","100 g/ha","65433","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2000","2000","t","81006","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2001","2001","ha","11000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2001","2001","100 g/ha","47220","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2001","2001","t","51942","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2002","2002","ha","12950","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2002","2002","100 g/ha","65421","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2002","2002","t","84720","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2003","2003","ha","13000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2003","2003","100 g/ha","48665","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2003","2003","t","63265","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2004","2004","ha","12750","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2004","2004","100 g/ha","44603","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2004","2004","t","56869","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2005","2005","ha","14000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2005","2005","100 g/ha","75665","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2005","2005","t","105931","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2006","2006","ha","12500","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2006","2006","100 g/ha","49123","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2006","2006","t","61404","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2007","2007","ha","13000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2007","2007","100 g/ha","50161","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2007","2007","t","65209","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2008","2008","ha","16000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2008","2008","100 g/ha","52209","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2008","2008","t","83534","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2009","2009","ha","14500","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2009","2009","100 g/ha","52914","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2009","2009","t","76726","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2010","2010","ha","15000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2010","2010","100 g/ha","55469","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2010","2010","t","83204","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2011","2011","ha","13800","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2011","2011","100 g/ha","54902","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2011","2011","t","75765","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2012","2012","ha","16500","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2012","2012","100 g/ha","55517","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2012","2012","t","91603","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2013","2013","ha","16000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2013","2013","100 g/ha","52324","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2013","2013","t","83718","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2014","2014","ha","20000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2014","2014","100 g/ha","53588","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2014","2014","t","107176","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2015","2015","ha","16536","I","Imputed value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2015","2015","100 g/ha","52122","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2015","2015","t","86189","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2016","2016","ha","17540","I","Imputed value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2016","2016","100 g/ha","51053","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2016","2016","t","89546","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2017","2017","ha","12323","I","Imputed value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2017","2017","100 g/ha","51161","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2017","2017","t","63045","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2018","2018","ha","25340","I","Imputed value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2018","2018","100 g/ha","50342","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2018","2018","t","127568","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2019","2019","ha","16551","I","Imputed value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2019","2019","100 g/ha","50526","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2019","2019","t","83623","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2020","2020","ha","16663","I","Imputed value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2020","2020","100 g/ha","50878","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2020","2020","t","84775","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2021","2021","ha","16360","I","Imputed value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2021","2021","100 g/ha","50537","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2021","2021","t","82677","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01311","Avocados","2022","2022","ha","20639","I","Imputed value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01311","Avocados","2022","2022","100 g/ha","50197","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01311","Avocados","2022","2022","t","103601.68","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1961","1961","ha","7452","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1961","1961","100 g/ha","73849","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1961","1961","t","55032","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1962","1962","ha","7623","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1962","1962","100 g/ha","48787","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1962","1962","t","37190","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1963","1963","ha","6647","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1963","1963","100 g/ha","80114","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1963","1963","t","53252","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1964","1964","ha","6638","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1964","1964","100 g/ha","43207","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1964","1964","t","28681","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1965","1965","ha","7314","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1965","1965","100 g/ha","39572","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1965","1965","t","28943","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1966","1966","ha","7143","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1966","1966","100 g/ha","53728","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1966","1966","t","38378","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1967","1967","ha","8017","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1967","1967","100 g/ha","64648","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1967","1967","t","51828","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1968","1968","ha","4771","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1968","1968","100 g/ha","95672","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1968","1968","t","45645","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1969","1969","ha","5310","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1969","1969","100 g/ha","128514","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1969","1969","t","68241","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1970","1970","ha","5500","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1970","1970","100 g/ha","104760","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1970","1970","t","57618","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1971","1971","ha","7000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1971","1971","100 g/ha","116221","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1971","1971","t","81355","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1972","1972","ha","7000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1972","1972","100 g/ha","107011","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1972","1972","t","74908","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1973","1973","ha","8000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1973","1973","100 g/ha","124075","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1973","1973","t","99260","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1974","1974","ha","9000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1974","1974","100 g/ha","112948","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1974","1974","t","101653","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1975","1975","ha","8500","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1975","1975","100 g/ha","115292","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1975","1975","t","97998","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1976","1976","ha","8000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1976","1976","100 g/ha","109343","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1976","1976","t","87474","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1977","1977","ha","8000","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1977","1977","100 g/ha","111955","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1977","1977","t","89564","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1978","1978","ha","8500","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1978","1978","100 g/ha","120918","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1978","1978","t","102780","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1979","1979","ha","8200","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1979","1979","100 g/ha","132130","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1979","1979","t","108347","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1980","1980","ha","9300","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1980","1980","100 g/ha","119944","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1980","1980","t","111548","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1981","1981","ha","9600","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1981","1981","100 g/ha","118452","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1981","1981","t","113714","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1982","1982","ha","9500","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1982","1982","100 g/ha","142931","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1982","1982","t","135784","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1983","1983","ha","9200","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1983","1983","100 g/ha","126312","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1983","1983","t","116207","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1984","1984","ha","9900","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1984","1984","100 g/ha","142245","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1984","1984","t","140823","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1985","1985","ha","10800","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1985","1985","100 g/ha","139653","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1985","1985","t","150825","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1986","1986","ha","11100","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1986","1986","100 g/ha","159571","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1986","1986","t","177124","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1987","1987","ha","12100","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1987","1987","100 g/ha","146991","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","1987","1987","t","177859","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","1988","1988","ha","13800","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","1988","1988","100 g/ha","141259","A","Official figure",""
