Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1963","1963","t","40994.0643","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1963","1963","kg/ha","3.3342","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1963","1963","t","9173.6982","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1963","1963","kg/ha","0.7461","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1963","1963","t","34296.5905","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1963","1963","kg/ha","2.7895","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1964","1964","t","40166.428","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1964","1964","kg/ha","3.2523","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1964","1964","t","9018.4324","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1964","1964","kg/ha","0.7302","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1964","1964","t","33460.0964","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1964","1964","kg/ha","2.7093","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1965","1965","t","40069.4178","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1965","1965","kg/ha","3.2288","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1965","1965","t","8951.5805","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1965","1965","kg/ha","0.7213","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1965","1965","t","33673.5489","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1965","1965","kg/ha","2.7134","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1966","1966","t","38312.5804","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1966","1966","kg/ha","3.0838","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1966","1966","t","8430.8614","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1966","1966","kg/ha","0.6786","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1966","1966","t","32373.1362","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1966","1966","kg/ha","2.6057","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1967","1967","t","38014.2523","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1967","1967","kg/ha","3.0538","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1967","1967","t","8359.0472","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1967","1967","kg/ha","0.6715","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1967","1967","t","32251.2287","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1967","1967","kg/ha","2.5909","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1968","1968","t","39549.469","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1968","1968","kg/ha","3.1723","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1968","1968","t","8729.7465","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1968","1968","kg/ha","0.7002","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1968","1968","t","33375.9286","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1968","1968","kg/ha","2.6771","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1969","1969","t","40943.9006","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1969","1969","kg/ha","3.2792","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1969","1969","t","9098.5111","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1969","1969","kg/ha","0.7287","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1969","1969","t","34269.5823","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1969","1969","kg/ha","2.7446","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1970","1970","t","39895.3967","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1970","1970","kg/ha","3.1929","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1970","1970","t","8824.4889","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1970","1970","kg/ha","0.7062","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1970","1970","t","33896.3511","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1970","1970","kg/ha","2.7128","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1971","1971","t","37099.4033","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1971","1971","kg/ha","2.9646","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1971","1971","t","8179.7959","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1971","1971","kg/ha","0.6537","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1971","1971","t","31641.1215","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1971","1971","kg/ha","2.5285","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1972","1972","t","37432.5677","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1972","1972","kg/ha","2.9879","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1972","1972","t","8314.4056","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1972","1972","kg/ha","0.6637","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1972","1972","t","31626.606","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1972","1972","kg/ha","2.5245","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1973","1973","t","38311.5725","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1973","1973","kg/ha","3.0547","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1973","1973","t","8574.3576","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1973","1973","kg/ha","0.6837","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1973","1973","t","31903.958","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1973","1973","kg/ha","2.5438","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1974","1974","t","38269.069","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1974","1974","kg/ha","3.0479","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1974","1974","t","8565.0985","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1974","1974","kg/ha","0.6822","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1974","1974","t","32304.4766","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1974","1974","kg/ha","2.5728","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1975","1975","t","38101.2456","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1975","1975","kg/ha","3.0323","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1975","1975","t","8580.212","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1975","1975","kg/ha","0.6829","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1975","1975","t","31885.5866","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1975","1975","kg/ha","2.5377","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1976","1976","t","38384.5168","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1976","1976","kg/ha","3.0515","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1976","1976","t","8655.3756","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1976","1976","kg/ha","0.6881","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1976","1976","t","32025.5993","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1976","1976","kg/ha","2.546","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1977","1977","t","39358.7614","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1977","1977","kg/ha","3.1267","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1977","1977","t","8891.1354","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1977","1977","kg/ha","0.7063","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1977","1977","t","32719.5649","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1977","1977","kg/ha","2.5993","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1978","1978","t","40758.2026","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1978","1978","kg/ha","3.2304","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1978","1978","t","9229.0097","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1978","1978","kg/ha","0.7315","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1978","1978","t","33695.9103","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1978","1978","kg/ha","2.6707","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1979","1979","t","39657.0187","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1979","1979","kg/ha","3.1409","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1979","1979","t","8952.7063","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1979","1979","kg/ha","0.7091","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1979","1979","t","33202.4179","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1979","1979","kg/ha","2.6297","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1980","1980","t","38794.974","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1980","1980","kg/ha","3.0704","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1980","1980","t","8758.5937","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1980","1980","kg/ha","0.6932","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1980","1980","t","32326.6555","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1980","1980","kg/ha","2.5585","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1981","1981","t","38925.9457","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1981","1981","kg/ha","3.0786","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1981","1981","t","8801.5856","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1981","1981","kg/ha","0.6961","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1981","1981","t","32173.8146","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1981","1981","kg/ha","2.5446","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1982","1982","t","40305.7298","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1982","1982","kg/ha","3.185","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1982","1982","t","9095.8101","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1982","1982","kg/ha","0.7188","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1982","1982","t","33278.1601","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1982","1982","kg/ha","2.6296","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1983","1983","t","41395.4143","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1983","1983","kg/ha","3.2711","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1983","1983","t","9379.9322","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1983","1983","kg/ha","0.7412","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1983","1983","t","33998.2175","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1983","1983","kg/ha","2.6865","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1984","1984","t","39159.7446","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1984","1984","kg/ha","3.0944","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1984","1984","t","8852.7366","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1984","1984","kg/ha","0.6995","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1984","1984","t","32311.5925","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1984","1984","kg/ha","2.5533","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1985","1985","t","38268.5721","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1985","1985","kg/ha","3.024","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1985","1985","t","8703.8359","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1985","1985","kg/ha","0.6878","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1985","1985","t","31010.3216","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1985","1985","kg/ha","2.4504","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1986","1986","t","38997.2745","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1986","1986","kg/ha","3.023","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1986","1986","t","8827.0954","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1986","1986","kg/ha","0.6843","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1986","1986","t","31837.7081","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1986","1986","kg/ha","2.468","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1987","1987","t","38943.5698","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1987","1987","kg/ha","3.0306","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1987","1987","t","8829.1033","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1987","1987","kg/ha","0.6871","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1987","1987","t","31668.957","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1987","1987","kg/ha","2.4645","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1988","1988","t","40068.1727","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1988","1988","kg/ha","3.1061","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1988","1988","t","9112.9254","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1988","1988","kg/ha","0.7064","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1988","1988","t","32380.0412","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1988","1988","kg/ha","2.5101","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1989","1989","t","41544.1308","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1989","1989","kg/ha","3.1957","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1989","1989","t","9506.5357","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1989","1989","kg/ha","0.7313","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1989","1989","t","33165.456","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1989","1989","kg/ha","2.5512","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1990","1990","t","44970.4986","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1990","1990","kg/ha","3.4329","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1990","1990","t","10229.793","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1990","1990","kg/ha","0.7809","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1990","1990","t","34890.8378","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1990","1990","kg/ha","2.6634","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1991","1991","t","45938.7132","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1991","1991","kg/ha","3.4789","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1991","1991","t","10447.2231","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1991","1991","kg/ha","0.7912","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1991","1991","t","35829.2267","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5062","Manure applied to Soils","1991","1991","kg/ha","2.7133","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5062","Manure applied to Soils","1992","1992","t","44902.5966","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5062","Manure applied to Soils","1992","1992","kg/ha","3.3328","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5062","Manure applied to Soils","1992","1992","t","10240.3478","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5062","Manure applied to Soils","1992","1992","kg/ha","0.7601","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5062","Manure applied to Soils","1992","1992","t","34774.2662","E","Estimated value",""
