Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","1991","1991","kg/ha","9.2415","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","1992","1992","t","165194.0928","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","1992","1992","kg/ha","12.2611","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","1992","1992","t","27616.9353","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","1992","1992","kg/ha","2.0498","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","1992","1992","t","77102.2665","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","1992","1992","kg/ha","5.7227","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","1993","1993","t","266776.5819","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","1993","1993","kg/ha","19.4217","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","1993","1993","t","51795.6367","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","1993","1993","kg/ha","3.7708","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","1993","1993","t","108187.9812","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","1993","1993","kg/ha","7.8762","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","1994","1994","t","323461.3026","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","1994","1994","kg/ha","23.4988","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","1994","1994","t","62831.0963","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","1994","1994","kg/ha","4.5646","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","1994","1994","t","127320.4622","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","1994","1994","kg/ha","9.2496","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","1995","1995","t","226539.277","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","1995","1995","kg/ha","16.3921","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","1995","1995","t","38857.5164","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","1995","1995","kg/ha","2.8117","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","1995","1995","t","97916.4757","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","1995","1995","kg/ha","7.0851","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","1996","1996","t","339788.9598","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","1996","1996","kg/ha","24.288","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","1996","1996","t","61581.616","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","1996","1996","kg/ha","4.4018","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","1996","1996","t","135980.9043","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","1996","1996","kg/ha","9.7199","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","1997","1997","t","326140.8177","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","1997","1997","kg/ha","23.2211","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","1997","1997","t","58655.4467","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","1997","1997","kg/ha","4.1763","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","1997","1997","t","132705.967","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","1997","1997","kg/ha","9.4486","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","1998","1998","t","296928.2621","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","1998","1998","kg/ha","21.1187","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","1998","1998","t","50976.2754","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","1998","1998","kg/ha","3.6256","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","1998","1998","t","126573.7423","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","1998","1998","kg/ha","9.0024","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","1999","1999","t","308685.3331","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","1999","1999","kg/ha","21.8461","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","1999","1999","t","53243.2703","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","1999","1999","kg/ha","3.7681","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","1999","1999","t","132493.6538","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","1999","1999","kg/ha","9.3768","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2000","2000","t","356093.0751","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2000","2000","kg/ha","25.0823","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2000","2000","t","64216.2656","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2000","2000","kg/ha","4.5232","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2000","2000","t","145234.6002","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2000","2000","kg/ha","10.23","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2001","2001","t","311961.17","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2001","2001","kg/ha","22.1485","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2001","2001","t","53712.1644","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2001","2001","kg/ha","3.8134","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2001","2001","t","131198.8045","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2001","2001","kg/ha","9.3148","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2002","2002","t","346946.3226","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2002","2002","kg/ha","24.6061","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2002","2002","t","61159.7199","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2002","2002","kg/ha","4.3376","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2002","2002","t","140979.9592","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2002","2002","kg/ha","9.9986","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2003","2003","t","302213.2126","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2003","2003","kg/ha","21.5867","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2003","2003","t","54405.8607","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2003","2003","kg/ha","3.8861","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2003","2003","t","130513.1765","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2003","2003","kg/ha","9.3224","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2004","2004","t","307997.7756","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2004","2004","kg/ha","22.5145","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2004","2004","t","55748.1504","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2004","2004","kg/ha","4.0752","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2004","2004","t","131524.9622","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2004","2004","kg/ha","9.6144","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2005","2005","t","343823.9793","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2005","2005","kg/ha","25.3651","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2005","2005","t","62726.3778","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2005","2005","kg/ha","4.6275","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2005","2005","t","143111.2709","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2005","2005","kg/ha","10.5578","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2006","2006","t","288306.8449","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2006","2006","kg/ha","22.2459","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2006","2006","t","48858.1331","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2006","2006","kg/ha","3.7699","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2006","2006","t","124289.2852","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2006","2006","kg/ha","9.5902","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2007","2007","t","266338.2622","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2007","2007","kg/ha","20.5476","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2007","2007","t","46386.3717","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2007","2007","kg/ha","3.5786","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2007","2007","t","118996.8522","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2007","2007","kg/ha","9.1804","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2008","2008","t","360370.5606","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2008","2008","kg/ha","27.3422","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2008","2008","t","66956.9855","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2008","2008","kg/ha","5.0802","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2008","2008","t","149355.5939","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2008","2008","kg/ha","11.332","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2009","2009","t","358218.1771","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2009","2009","kg/ha","27.4287","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2009","2009","t","65430.6638","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2009","2009","kg/ha","5.01","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2009","2009","t","146926.2299","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2009","2009","kg/ha","11.2501","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2010","2010","t","340451.612","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2010","2010","kg/ha","26.2633","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2010","2010","t","63638.3033","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2010","2010","kg/ha","4.9092","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2010","2010","t","143463.4915","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2010","2010","kg/ha","11.0672","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2011","2011","t","346480.5861","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2011","2011","kg/ha","27.8387","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2011","2011","t","62209.8094","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2011","2011","kg/ha","4.9984","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2011","2011","t","145527.2264","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2011","2011","kg/ha","11.6927","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2012","2012","t","356715.1928","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2012","2012","kg/ha","28.7372","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2012","2012","t","65507.1492","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2012","2012","kg/ha","5.2773","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2012","2012","t","150306.1389","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2012","2012","kg/ha","12.1088","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2013","2013","t","371083.2053","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2013","2013","kg/ha","29.8947","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2013","2013","t","66436.6931","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2013","2013","kg/ha","5.3522","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2013","2013","t","157048.7358","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2013","2013","kg/ha","12.652","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2014","2014","t","410223.9292","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2014","2014","kg/ha","33.0479","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2014","2014","t","75378.6827","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2014","2014","kg/ha","6.0726","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2014","2014","t","168943.2437","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2014","2014","kg/ha","13.6102","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2015","2015","t","351372.6323","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2015","2015","kg/ha","28.3068","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2015","2015","t","62827.3145","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2015","2015","kg/ha","5.0614","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2015","2015","t","153326.919","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2015","2015","kg/ha","12.3521","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2016","2016","t","308820.1622","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2016","2016","kg/ha","24.8788","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2016","2016","t","54663.3331","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2016","2016","kg/ha","4.4037","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2016","2016","t","134572.4823","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2016","2016","kg/ha","10.8413","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2017","2017","t","465955.5792","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2017","2017","kg/ha","37.5377","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2017","2017","t","86521.085","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2017","2017","kg/ha","6.9702","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2017","2017","t","187190.9538","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2017","2017","kg/ha","15.0802","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2018","2018","t","442463.2133","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2018","2018","kg/ha","35.6451","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2018","2018","t","77781.7322","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2018","2018","kg/ha","6.2662","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2018","2018","t","181596.381","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2018","2018","kg/ha","14.6295","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2019","2019","t","393399.341","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2019","2019","kg/ha","31.6925","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2019","2019","t","69701.9084","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2019","2019","kg/ha","5.6152","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2019","2019","t","168805.2371","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2019","2019","kg/ha","13.5991","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2020","2020","t","466733.6418","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2020","2020","kg/ha","37.6004","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2020","2020","t","86057.2417","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2020","2020","kg/ha","6.9328","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2020","2020","t","189206.6222","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2020","2020","kg/ha","15.2426","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5077","Crop Removal","2021","2021","t","510757.3717","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5077","Crop Removal","2021","2021","kg/ha","41.147","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5077","Crop Removal","2021","2021","t","92474.6369","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5077","Crop Removal","2021","2021","kg/ha","7.4498","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5077","Crop Removal","2021","2021","t","202631.4086","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7283","Cropland potassium per unit area","5077","Crop Removal","2021","2021","kg/ha","16.3241","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7275","Cropland nitrogen","5078","Biological Fixation","1961","1961","t","36090.121","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7276","Cropland nitrogen per unit area","5078","Biological Fixation","1961","1961","kg/ha","2.9618","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7280","Cropland phosphorus","5078","Biological Fixation","1961","1961","t","","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7281","Cropland phosphorus per unit area","5078","Biological Fixation","1961","1961","kg/ha","","E","Estimated value",""
"ESB","Cropland Nutrient Balance","710","South Africa","7282","Cropland potassium","5078","Biological Fixation","1961","1961","t","","E","Estimated value",""
