code,name,1950-01,1950-05,1950-07,1950-10,1951-01,1951-05,1951-07,1951-10,1952-01,1952-05,1952-07,1952-10,1953-01,1953-05,1953-07,1953-10,1954-01,1954-05,1954-07,1954-10,1955-01,1955-05,1955-07,1955-10,1956-01,1956-05,1956-07,1956-10,1957-01,1957-05,1957-07,1957-10,1958-01,1958-05,1958-07,1958-10,1959-01,1959-05,1959-07,1959-10,1960-01,1960-05,1960-07,1960-10,1961-01,1961-05,1961-07,1961-10,1962-01,1962-05,1962-07,1962-10,1963-01,1963-05,1963-07,1963-10,1964-01,1964-05,1964-07,1964-10,1965-01,1965-05,1965-07,1965-10,1966-01,1966-05,1966-07,1966-10,1967-01,1967-05,1967-07,1967-10,1968-01,1968-05,1968-07,1968-10,1969-01,1969-05,1969-07,1969-10,1970-01,1970-05,1970-07,1970-10,1971-01,1971-05,1971-07,1971-10,1972-01,1972-05,1972-07,1972-10,1973-01,1973-05,1973-07,1973-10,1974-01,1974-05,1974-07,1974-10,1975-01,1975-05,1975-07,1975-10,1976-01,1976-05,1976-07,1976-10,1977-01,1977-05,1977-07,1977-10,1978-01,1978-05,1978-07,1978-10,1979-01,1979-05,1979-07,1979-10,1980-01,1980-05,1980-07,1980-10,1981-01,1981-05,1981-07,1981-10,1982-01,1982-05,1982-07,1982-10,1983-01,1983-05,1983-07,1983-10,1984-01,1984-05,1984-07,1984-10,1985-01,1985-05,1985-07,1985-10,1986-01,1986-05,1986-07,1986-10,1987-01,1987-05,1987-07,1987-10,1988-01,1988-05,1988-07,1988-10,1989-01,1989-05,1989-07,1989-10,1990-01,1990-05,1990-07,1990-10,1991-01,1991-05,1991-07,1991-10,1992-01,1992-05,1992-07,1992-10,1993-01,1993-05,1993-07,1993-10,1994-01,1994-05,1994-07,1994-10,1995-01,1995-05,1995-07,1995-10,1996-01,1996-05,1996-07,1996-10,1997-01,1997-05,1997-07,1997-10,1998-01,1998-05,1998-07,1998-10,1999-01,1999-05,1999-07,1999-10,2000-01,2000-05,2000-07,2000-10,2001-01,2001-05,2001-07,2001-10,2002-01,2002-05,2002-07,2002-10,2003-01,2003-05,2003-07,2003-10,2004-01,2004-05,2004-07,2004-10,2005-01,2005-05,2005-07,2005-10,2006-01,2006-05,2006-07,2006-10,2007-01,2007-05,2007-07,2007-10,2008-01,2008-05,2008-07,2008-10,2009-01,2009-05,2009-07,2009-10,2010-01,2010-05,2010-07,2010-10,2011-01,2011-05,2011-07,2011-10,2012-01,2012-05,2012-07,2012-10,2013-01,2013-05,2013-07,2013-10,2014-01,2014-05,2014-07,2014-10,2015-01,2015-05,2015-07,2015-10,2016-01,2016-05,2016-07,2016-10,2017-01,2017-05,2017-07,2017-10,2018-01,2018-05,2018-07,2018-10,2019-01,2019-05,2019-07,2019-10,2020-01,2020-05,2020-07,2020-10,2021-01,2021-05,2021-07,2021-10,2022-01,2022-05,2022-07,2022-10
ZAF,South Africa,,71.25,59.8,43.68,54.32,63.41,52.19,45.9,53.06,62.48,51.7,44.67,56.07,55.47,47.58,43.82,47.2,46.41,48.61,43.54,57.88,59.44,53.99,45.46,55.92,53.26,47.78,47.85,58.26,60.37,51.98,53.51,58.25,55.64,45.49,47.28,58.51,58.27,53.15,47.83,55.75,59.97,52.53,49.52,53.09,67.17,60.84,49.14,55.4,55.97,50.24,49.5,57.65,62.16,59.03,53.1,51.18,55.55,52.68,50.91,54.16,55.13,53.29,48.9,54.39,53.34,52.48,49.49,59.68,66.92,57.21,51.2,49.42,63.5,56.03,45.75,50.79,63.13,53.93,49.21,53.53,52.26,53.64,47.56,58.39,59.52,56.46,51.67,57.99,64.56,53.49,48.9,50.24,61.62,53.91,51.98,66.11,69.68,58.98,54.03,58.85,65.52,57.1,53.09,66.2,70.32,59.54,55.24,58.65,65.89,55.3,55.27,60.66,62.43,54.99,53.6,56.38,58.12,60.74,54.8,54.98,56.29,53.54,53.49,59.66,61.62,58.22,51.68,54.56,60.45,55.87,53.3,48.96,56.39,56.04,53.62,53.46,58.79,55.69,52.9,56.23,56.55,51.39,52.65,57.8,56.59,55.51,55.16,54.29,56.69,54.25,58.85,58.01,65.74,55.69,54.4,63.11,63.16,55.46,50.71,54.94,62.68,54.12,45.55,57.42,56.5,55.24,54.53,50.09,49.75,51.06,48.21,51.57,57.28,51.71,51.49,59.38,54.17,50.56,45.47,51.15,62.3,52.12,51.65,62.98,61.92,56.72,54.72,58.19,65.64,57.87,51.58,56.36,57.42,50.41,52.72,58.15,59.93,50.68,49.98,65.95,69.06,54.95,53.62,55.02,65.12,56.82,59.12,57.48,56.18,58.73,47.08,54.94,56.11,49.88,48.53,54.67,59.77,52.28,46.75,56.88,62.32,50.79,46.63,60.52,63.97,54.9,49.9,49.82,49.87,47.61,50.02,58.12,57.85,52.17,45.24,55.97,56.95,53.72,48.82,55.37,59.8,47.95,45.07,61.25,62.86,54.55,42.61,53.52,52.82,50.31,47.62,53.14,52.35,48.93,42.59,56.2,57.18,47.86,45.17,50.51,51.65,51.55,42.54,47.44,55.22,48.43,43.61,54.84,52.5,45.75,43.17,50.06,58.35,48.84,39.54,47.96,54.68,42.79,38.22,54.6,55.29,44.3,46.87,58.69,53.28,48.01,46.71,59.29,62.38,53.48,49.04
