1950-07,1951-07,1952-07,1953-07,1954-07,1955-07,1956-07,1957-07,1958-07,1959-07,1960-07,1961-07,1962-07,1963-07,1964-07,1965-07,1966-07,1967-07,1968-07,1969-07,1970-07,1971-07,1972-07,1973-07,1974-07,1975-07,1976-07,1977-07,1978-07,1979-07,1980-07,1981-07,1982-07,1983-07,1984-07,1985-07,1986-07,1987-07,1988-07,1989-07,1990-07,1991-07,1992-07,1993-07,1994-07,1995-07,1996-07,1997-07,1998-07,1999-07,2000-07,2001-07,2002-07,2003-07,2004-07,2005-07,2006-07,2007-07,2008-07,2009-07,2010-07,2011-07,2012-07,2013-07,2014-07,2015-07,2016-07,2017-07,2018-07,2019-07,2020-07,2021-07,2022-07
181.55,182.31,182.39,184.2,182.87,184.97,183.58,182.82,181.45,181.25,182.7,181.16,181.15,183.36,186.83,182.26,181.61,184.95,182.35,181.84,181.99,181.25,183.12,181.42,182.55,181.61,182.86,183.82,181.87,182.18,185.91,182.74,181.14,181.64,182.23,181.1,181.21,181.42,182.54,182.77,186.77,181.24,184.74,181.7,187.19,182.05,183.33,185.67,182.34,181.09,182.24,185.75,183.68,181.59,183.18,181.73,181.69,184.21,183.56,182.58,181.03,186.12,182.14,181.42,181.24,181.22,182.26,181.08,181.23,181.09,182.18,181.07,181.17
