"date","potential_evapotranspiration","cloud_cover","precipitation","maximum_temperature","rain_days","minimum_temperature","vapour_pressure","ground_frost_frequency","diurnal_temperature_range","mean_temperature","gdd","soil_moisture","maize_ton_per_hectare","maize_comm_ton_per_hectare","maize_non_comm_ton_per_hectare","wheat_ton_per_hectare","groundnuts_ton_per_hectare","sunflowerseed_ton_per_hectare","sorghum_ton_per_hectare","soybeans_ton_per_hectare","barley_ton_per_hectare","canola_ton_per_hectare","oats_ton_per_hectare","soil_mineral_fertilizers_nitrogen","soil_mineral_fertilizers_nitrogen_per_unit_area","soil_mineral_fertilizers_phosphorus","soil_mineral_fertilizers_phosphorus_per_unit_area","soil_mineral_fertilizers_potassium","soil_mineral_fertilizers_potassium_per_unit_area","soil_manure_applied_to_soils_nitrogen","soil_manure_applied_to_soils_nitrogen_per_unit_area","soil_manure_applied_to_soils_phosphorus","soil_manure_applied_to_soils_phosphorus_per_unit_area","soil_manure_applied_to_soils_potassium","soil_manure_applied_to_soils_potassium_per_unit_area","soil_atmospheric_deposition_nitrogen","soil_atmospheric_deposition_nitrogen_per_unit_area","soil_crop_removal_nitrogen","soil_crop_removal_nitrogen_per_unit_area","soil_crop_removal_phosphorus","soil_crop_removal_phosphorus_per_unit_area","soil_crop_removal_potassium","soil_crop_removal_potassium_per_unit_area","soil_biological_fixation_nitrogen","soil_biological_fixation_nitrogen_per_unit_area","soil_seed_nitrogen","soil_seed_nitrogen_per_unit_area","soil_seed_phosphorus","soil_seed_phosphorus_per_unit_area","soil_leaching_nitrogen","soil_leaching_nitrogen_per_unit_area","soil_volatilisation_nitrogen","soil_volatilisation_nitrogen_per_unit_area","satellite_NDVImean","satellite_NDVIstd","satellite_PETmean","satellite_PETstd","satellite_CHIRPSmean","satellite_CHIRPSstd"
2006-01-01,5.2,55.4,88.7,30.1,9.7,17.6,17.5,0,12.5,23.8,NA,17.0576923076923,3.41,4.14,0.73,2.37,1.52,1.1,2.58,1.76,2.5,1.1,NA,385973.55,29.7819,80006.436,6.1733,114268.59,8.817,48502.9405,3.7425,11258.0692,0.8687,35768.0864,2.7599,67559.9779,5.213,288306.8449,22.2459,48858.1331,3.7699,124289.2852,9.5902,52448.6323,4.047,4094.5662,0.3159,796.6919,0.0615,48285.2981,3.7257,130305.0122,10.0544,NA,NA,NA,NA,NA,NA
2006-02-01,4.5,56.8,108.5,29.2,10.2,17.5,18.2,0,11.6,23.3,NA,24.1111111111111,3.41,4.14,0.73,2.37,1.52,1.1,2.58,1.76,2.5,1.1,NA,385973.55,29.7819,80006.436,6.1733,114268.59,8.817,48502.9405,3.7425,11258.0692,0.8687,35768.0864,2.7599,67559.9779,5.213,288306.8449,22.2459,48858.1331,3.7699,124289.2852,9.5902,52448.6323,4.047,4094.5662,0.3159,796.6919,0.0615,48285.2981,3.7257,130305.0122,10.0544,NA,NA,NA,NA,NA,NA
2006-03-01,4,43.5,56.6,27,7.6,13.9,15.1,0,13.1,20.4,NA,14.15,2.53,2.79,0.62,2.75,1.42,0.95,2.55,1.12,2.63,1.1,NA,385973.55,29.7819,80006.436,6.1733,114268.59,8.817,48502.9405,3.7425,11258.0692,0.8687,35768.0864,2.7599,67559.9779,5.213,288306.8449,22.2459,48858.1331,3.7699,124289.2852,9.5902,52448.6323,4.047,4094.5662,0.3159,796.6919,0.0615,48285.2981,3.7257,130305.0122,10.0544,NA,NA,NA,NA,NA,NA
2006-04-01,3.1,36.8,45.7,24.9,7.3,11.6,13.5,0.2,13.4,18.2,NA,14.741935483871,2.53,2.79,0.62,2.75,1.42,0.95,2.55,1.12,2.63,1.1,NA,385973.55,29.7819,80006.436,6.1733,114268.59,8.817,48502.9405,3.7425,11258.0692,0.8687,35768.0864,2.7599,67559.9779,5.213,288306.8449,22.2459,48858.1331,3.7699,124289.2852,9.5902,52448.6323,4.047,4094.5662,0.3159,796.6919,0.0615,48285.2981,3.7257,130305.0122,10.0544,NA,NA,NA,NA,NA,NA
2006-05-01,2.3,28.7,37,20.5,4.9,6.1,9.5,5.2,14.4,13.3,NA,16.0869565217391,2.53,2.79,0.62,2.75,1.42,0.95,2.55,1.12,2.63,1.1,NA,385973.55,29.7819,80006.436,6.1733,114268.59,8.817,48502.9405,3.7425,11258.0692,0.8687,35768.0864,2.7599,67559.9779,5.213,288306.8449,22.2459,48858.1331,3.7699,124289.2852,9.5902,52448.6323,4.047,4094.5662,0.3159,796.6919,0.0615,48285.2981,3.7257,130305.0122,10.0544,NA,NA,NA,NA,NA,NA
2006-06-01,2.1,19.9,8.9,20.4,2.4,4.4,8.4,8.2,16,12.4,NA,4.23809523809524,2.53,2.79,0.62,2.75,1.42,0.95,2.55,1.12,2.63,1.1,NA,385973.55,29.7819,80006.436,6.1733,114268.59,8.817,48502.9405,3.7425,11258.0692,0.8687,35768.0864,2.7599,67559.9779,5.213,288306.8449,22.2459,48858.1331,3.7699,124289.2852,9.5902,52448.6323,4.047,4094.5662,0.3159,796.6919,0.0615,48285.2981,3.7257,130305.0122,10.0544,NA,NA,NA,NA,NA,NA
2006-07-01,2.4,19.5,10.2,21.1,2.3,4.6,8.5,8,16.5,12.8,181.69,4.25,2.53,2.79,0.62,2.75,1.42,0.95,2.55,1.12,2.63,1.1,NA,385973.55,29.7819,80006.436,6.1733,114268.59,8.817,48502.9405,3.7425,11258.0692,0.8687,35768.0864,2.7599,67559.9779,5.213,288306.8449,22.2459,48858.1331,3.7699,124289.2852,9.5902,52448.6323,4.047,4094.5662,0.3159,796.6919,0.0615,48285.2981,3.7257,130305.0122,10.0544,NA,NA,NA,NA,NA,NA
2006-08-01,2.9,28.4,41.5,20.4,6,5.7,8.6,5.7,14.7,13,NA,14.3103448275862,2.53,2.79,0.62,2.75,1.42,0.95,2.55,1.12,2.63,1.1,NA,385973.55,29.7819,80006.436,6.1733,114268.59,8.817,48502.9405,3.7425,11258.0692,0.8687,35768.0864,2.7599,67559.9779,5.213,288306.8449,22.2459,48858.1331,3.7699,124289.2852,9.5902,52448.6323,4.047,4094.5662,0.3159,796.6919,0.0615,48285.2981,3.7257,130305.0122,10.0544,NA,NA,NA,NA,NA,NA
2006-09-01,4.2,25.4,14.5,25,3.3,8.8,10,1.4,16.2,16.9,NA,3.45238095238095,2.53,2.79,0.62,2.75,1.42,0.95,2.55,1.12,2.63,1.1,NA,385973.55,29.7819,80006.436,6.1733,114268.59,8.817,48502.9405,3.7425,11258.0692,0.8687,35768.0864,2.7599,67559.9779,5.213,288306.8449,22.2459,48858.1331,3.7699,124289.2852,9.5902,52448.6323,4.047,4094.5662,0.3159,796.6919,0.0615,48285.2981,3.7257,130305.0122,10.0544,NA,NA,NA,NA,NA,NA
2006-10-01,4.9,41.6,40.8,27.3,7.6,12.5,12.6,0.1,14.8,19.9,NA,8.3265306122449,2.53,2.79,0.62,2.75,1.42,0.95,2.55,1.12,2.63,1.1,NA,385973.55,29.7819,80006.436,6.1733,114268.59,8.817,48502.9405,3.7425,11258.0692,0.8687,35768.0864,2.7599,67559.9779,5.213,288306.8449,22.2459,48858.1331,3.7699,124289.2852,9.5902,52448.6323,4.047,4094.5662,0.3159,796.6919,0.0615,48285.2981,3.7257,130305.0122,10.0544,NA,NA,NA,NA,NA,NA
2006-11-01,5.5,41.1,58.2,28.5,8,14.1,14,0,14.4,21.3,NA,10.5818181818182,2.53,2.79,0.62,2.75,1.42,0.95,2.55,1.12,2.63,1.1,NA,385973.55,29.7819,80006.436,6.1733,114268.59,8.817,48502.9405,3.7425,11258.0692,0.8687,35768.0864,2.7599,67559.9779,5.213,288306.8449,22.2459,48858.1331,3.7699,124289.2852,9.5902,52448.6323,4.047,4094.5662,0.3159,796.6919,0.0615,48285.2981,3.7257,130305.0122,10.0544,NA,NA,NA,NA,NA,NA
2006-12-01,5.9,39.6,76.5,30.2,8.3,15.7,15.3,0,14.5,22.9,NA,12.9661016949153,2.53,2.79,0.62,2.75,1.42,0.95,2.55,1.12,2.63,1.1,NA,385973.55,29.7819,80006.436,6.1733,114268.59,8.817,48502.9405,3.7425,11258.0692,0.8687,35768.0864,2.7599,67559.9779,5.213,288306.8449,22.2459,48858.1331,3.7699,124289.2852,9.5902,52448.6323,4.047,4094.5662,0.3159,796.6919,0.0615,48285.2981,3.7257,130305.0122,10.0544,NA,NA,NA,NA,NA,NA
2007-01-01,6,36.4,37,31.4,5.8,16.8,16.4,0,14.7,24.1,NA,6.16666666666667,2.53,2.79,0.62,2.75,1.42,0.95,2.55,1.12,2.63,1.1,NA,395766,30.5328,75440.862,5.8202,102295.674,7.892,49530.5668,3.8212,11491.5334,0.8866,36235.2046,2.7955,62745.5082,4.8407,266338.2622,20.5476,46386.3717,3.5786,118996.8522,9.1804,36333.2475,2.8031,3547.0174,0.2736,724.1848,0.0559,49459.3134,3.8157,133518.77,10.3008,NA,NA,NA,NA,NA,NA
2007-02-01,5.5,33.8,29.5,31.6,5.4,16.8,17.3,0,14.8,24.2,NA,5.36363636363636,2.53,2.79,0.62,2.75,1.42,0.95,2.55,1.12,2.63,1.1,NA,395766,30.5328,75440.862,5.8202,102295.674,7.892,49530.5668,3.8212,11491.5334,0.8866,36235.2046,2.7955,62745.5082,4.8407,266338.2622,20.5476,46386.3717,3.5786,118996.8522,9.1804,36333.2475,2.8031,3547.0174,0.2736,724.1848,0.0559,49459.3134,3.8157,133518.77,10.3008,NA,NA,NA,NA,NA,NA
2007-03-01,4.5,33.1,58,29.4,7,14.6,15.7,0,14.8,21.9,NA,12.8888888888889,3.99,4.54,0.93,3.01,1.64,1.55,2.94,1.7,3.03,1.15,NA,395766,30.5328,75440.862,5.8202,102295.674,7.892,49530.5668,3.8212,11491.5334,0.8866,36235.2046,2.7955,62745.5082,4.8407,266338.2622,20.5476,46386.3717,3.5786,118996.8522,9.1804,36333.2475,2.8031,3547.0174,0.2736,724.1848,0.0559,49459.3134,3.8157,133518.77,10.3008,NA,NA,NA,NA,NA,NA
2007-04-01,3.3,32.9,41.8,26.3,6,12.7,14.3,0.1,13.7,19.5,NA,12.6666666666667,3.99,4.54,0.93,3.01,1.64,1.55,2.94,1.7,3.03,1.15,NA,395766,30.5328,75440.862,5.8202,102295.674,7.892,49530.5668,3.8212,11491.5334,0.8866,36235.2046,2.7955,62745.5082,4.8407,266338.2622,20.5476,46386.3717,3.5786,118996.8522,9.1804,36333.2475,2.8031,3547.0174,0.2736,724.1848,0.0559,49459.3134,3.8157,133518.77,10.3008,NA,NA,NA,NA,NA,NA
2007-05-01,2.6,19.8,16.4,23.4,2.2,7,10,3.7,16.4,15.2,NA,6.30769230769231,3.99,4.54,0.93,3.01,1.64,1.55,2.94,1.7,3.03,1.15,NA,395766,30.5328,75440.862,5.8202,102295.674,7.892,49530.5668,3.8212,11491.5334,0.8866,36235.2046,2.7955,62745.5082,4.8407,266338.2622,20.5476,46386.3717,3.5786,118996.8522,9.1804,36333.2475,2.8031,3547.0174,0.2736,724.1848,0.0559,49459.3134,3.8157,133518.77,10.3008,NA,NA,NA,NA,NA,NA
2007-06-01,2.1,24,23.1,20.1,3.7,4.7,8.7,7.5,15.4,12.4,NA,11,3.99,4.54,0.93,3.01,1.64,1.55,2.94,1.7,3.03,1.15,NA,395766,30.5328,75440.862,5.8202,102295.674,7.892,49530.5668,3.8212,11491.5334,0.8866,36235.2046,2.7955,62745.5082,4.8407,266338.2622,20.5476,46386.3717,3.5786,118996.8522,9.1804,36333.2475,2.8031,3547.0174,0.2736,724.1848,0.0559,49459.3134,3.8157,133518.77,10.3008,NA,NA,NA,NA,NA,NA
2007-07-01,2.3,16.6,13.1,20,2.1,3.5,7.8,10,16.5,11.8,184.21,5.69565217391304,3.99,4.54,0.93,3.01,1.64,1.55,2.94,1.7,3.03,1.15,NA,395766,30.5328,75440.862,5.8202,102295.674,7.892,49530.5668,3.8212,11491.5334,0.8866,36235.2046,2.7955,62745.5082,4.8407,266338.2622,20.5476,46386.3717,3.5786,118996.8522,9.1804,36333.2475,2.8031,3547.0174,0.2736,724.1848,0.0559,49459.3134,3.8157,133518.77,10.3008,NA,NA,NA,NA,NA,NA
2007-08-01,3.2,20.1,9.9,22.2,2.7,5.4,8.4,6.3,16.8,13.8,NA,3.09375,3.99,4.54,0.93,3.01,1.64,1.55,2.94,1.7,3.03,1.15,NA,395766,30.5328,75440.862,5.8202,102295.674,7.892,49530.5668,3.8212,11491.5334,0.8866,36235.2046,2.7955,62745.5082,4.8407,266338.2622,20.5476,46386.3717,3.5786,118996.8522,9.1804,36333.2475,2.8031,3547.0174,0.2736,724.1848,0.0559,49459.3134,3.8157,133518.77,10.3008,NA,NA,NA,NA,NA,NA
2007-09-01,4.3,27,28.1,26.2,4,9.7,10.6,0.9,16.5,17.9,NA,6.53488372093023,3.99,4.54,0.93,3.01,1.64,1.55,2.94,1.7,3.03,1.15,NA,395766,30.5328,75440.862,5.8202,102295.674,7.892,49530.5668,3.8212,11491.5334,0.8866,36235.2046,2.7955,62745.5082,4.8407,266338.2622,20.5476,46386.3717,3.5786,118996.8522,9.1804,36333.2475,2.8031,3547.0174,0.2736,724.1848,0.0559,49459.3134,3.8157,133518.77,10.3008,NA,NA,NA,NA,NA,NA
2007-10-01,4.6,45.8,58.1,25.6,8.7,12.1,12.2,0.2,13.5,18.8,NA,12.6304347826087,3.99,4.54,0.93,3.01,1.64,1.55,2.94,1.7,3.03,1.15,NA,395766,30.5328,75440.862,5.8202,102295.674,7.892,49530.5668,3.8212,11491.5334,0.8866,36235.2046,2.7955,62745.5082,4.8407,266338.2622,20.5476,46386.3717,3.5786,118996.8522,9.1804,36333.2475,2.8031,3547.0174,0.2736,724.1848,0.0559,49459.3134,3.8157,133518.77,10.3008,NA,NA,NA,NA,NA,NA
2007-11-01,5.3,43.1,67,27.5,7.3,13.3,13.4,0,14.1,20.4,NA,12.6415094339623,3.99,4.54,0.93,3.01,1.64,1.55,2.94,1.7,3.03,1.15,NA,395766,30.5328,75440.862,5.8202,102295.674,7.892,49530.5668,3.8212,11491.5334,0.8866,36235.2046,2.7955,62745.5082,4.8407,266338.2622,20.5476,46386.3717,3.5786,118996.8522,9.1804,36333.2475,2.8031,3547.0174,0.2736,724.1848,0.0559,49459.3134,3.8157,133518.77,10.3008,NA,NA,NA,NA,NA,NA
2007-12-01,5.6,41.1,64.8,28.8,9.1,15.6,15.1,0,13.2,22.2,NA,11.5714285714286,3.99,4.54,0.93,3.01,1.64,1.55,2.94,1.7,3.03,1.15,NA,395766,30.5328,75440.862,5.8202,102295.674,7.892,49530.5668,3.8212,11491.5334,0.8866,36235.2046,2.7955,62745.5082,4.8407,266338.2622,20.5476,46386.3717,3.5786,118996.8522,9.1804,36333.2475,2.8031,3547.0174,0.2736,724.1848,0.0559,49459.3134,3.8157,133518.77,10.3008,NA,NA,NA,NA,NA,NA
2008-01-01,5.3,51.3,81.6,29.8,9.9,17.2,16.9,0,12.6,23.5,NA,15.3962264150943,3.99,4.54,0.93,3.01,1.64,1.55,2.94,1.7,3.03,1.15,NA,381655.35,28.9572,72598.1202,5.5082,84377.0115,6.4019,51797.2096,3.93,11925.0263,0.9048,37675.9922,2.8586,63248.8886,4.7989,360370.5606,27.3422,66956.9855,5.0802,149355.5939,11.332,40887.3036,3.1022,4385.3927,0.3327,936.7429,0.0711,48530.5119,3.6821,130052.3729,9.8674,NA,NA,NA,NA,NA,NA
2008-02-01,5.2,42,47.8,30.6,9,16.9,17.4,0,13.7,23.7,NA,9.19230769230769,3.99,4.54,0.93,3.01,1.64,1.55,2.94,1.7,3.03,1.15,NA,381655.35,28.9572,72598.1202,5.5082,84377.0115,6.4019,51797.2096,3.93,11925.0263,0.9048,37675.9922,2.8586,63248.8886,4.7989,360370.5606,27.3422,66956.9855,5.0802,149355.5939,11.332,40887.3036,3.1022,4385.3927,0.3327,936.7429,0.0711,48530.5119,3.6821,130052.3729,9.8674,NA,NA,NA,NA,NA,NA
2008-03-01,4.2,40.8,54,28.5,7.8,14.8,15.9,0,13.7,21.6,NA,12.8571428571429,4.34,4.96,1.1,2.85,1.82,1.26,3.23,2.17,2.81,0.91,NA,381655.35,28.9572,72598.1202,5.5082,84377.0115,6.4019,51797.2096,3.93,11925.0263,0.9048,37675.9922,2.8586,63248.8886,4.7989,360370.5606,27.3422,66956.9855,5.0802,149355.5939,11.332,40887.3036,3.1022,4385.3927,0.3327,936.7429,0.0711,48530.5119,3.6821,130052.3729,9.8674,NA,NA,NA,NA,NA,NA
2008-04-01,3.3,27.4,24.7,25.6,5.5,10.4,12.3,0.6,15.3,18,NA,7.48484848484849,4.34,4.96,1.1,2.85,1.82,1.26,3.23,2.17,2.81,0.91,NA,381655.35,28.9572,72598.1202,5.5082,84377.0115,6.4019,51797.2096,3.93,11925.0263,0.9048,37675.9922,2.8586,63248.8886,4.7989,360370.5606,27.3422,66956.9855,5.0802,149355.5939,11.332,40887.3036,3.1022,4385.3927,0.3327,936.7429,0.0711,48530.5119,3.6821,130052.3729,9.8674,NA,NA,NA,NA,NA,NA
2008-05-01,2.5,32.7,26.4,23.3,4.2,9.3,11.5,1.2,14,16.3,NA,10.56,4.34,4.96,1.1,2.85,1.82,1.26,3.23,2.17,2.81,0.91,NA,381655.35,28.9572,72598.1202,5.5082,84377.0115,6.4019,51797.2096,3.93,11925.0263,0.9048,37675.9922,2.8586,63248.8886,4.7989,360370.5606,27.3422,66956.9855,5.0802,149355.5939,11.332,40887.3036,3.1022,4385.3927,0.3327,936.7429,0.0711,48530.5119,3.6821,130052.3729,9.8674,NA,NA,NA,NA,NA,NA
2008-06-01,2,28.1,22,20.2,4.7,5.4,9.1,6.1,14.8,12.8,NA,11,4.34,4.96,1.1,2.85,1.82,1.26,3.23,2.17,2.81,0.91,NA,381655.35,28.9572,72598.1202,5.5082,84377.0115,6.4019,51797.2096,3.93,11925.0263,0.9048,37675.9922,2.8586,63248.8886,4.7989,360370.5606,27.3422,66956.9855,5.0802,149355.5939,11.332,40887.3036,3.1022,4385.3927,0.3327,936.7429,0.0711,48530.5119,3.6821,130052.3729,9.8674,NA,NA,NA,NA,NA,NA
2008-07-01,2.3,21.2,15.1,20.2,2.6,4.7,8.5,7.7,15.5,12.4,183.56,6.56521739130435,4.34,4.96,1.1,2.85,1.82,1.26,3.23,2.17,2.81,0.91,NA,381655.35,28.9572,72598.1202,5.5082,84377.0115,6.4019,51797.2096,3.93,11925.0263,0.9048,37675.9922,2.8586,63248.8886,4.7989,360370.5606,27.3422,66956.9855,5.0802,149355.5939,11.332,40887.3036,3.1022,4385.3927,0.3327,936.7429,0.0711,48530.5119,3.6821,130052.3729,9.8674,NA,NA,NA,NA,NA,NA
2008-08-01,3.2,21.4,12.3,22.7,2.6,6.5,9,4.4,16.3,14.6,NA,3.84375,4.34,4.96,1.1,2.85,1.82,1.26,3.23,2.17,2.81,0.91,NA,381655.35,28.9572,72598.1202,5.5082,84377.0115,6.4019,51797.2096,3.93,11925.0263,0.9048,37675.9922,2.8586,63248.8886,4.7989,360370.5606,27.3422,66956.9855,5.0802,149355.5939,11.332,40887.3036,3.1022,4385.3927,0.3327,936.7429,0.0711,48530.5119,3.6821,130052.3729,9.8674,NA,NA,NA,NA,NA,NA
2008-09-01,4,25.2,15.9,23.6,3,7.4,9.3,3.2,16.2,15.5,NA,3.975,4.34,4.96,1.1,2.85,1.82,1.26,3.23,2.17,2.81,0.91,NA,381655.35,28.9572,72598.1202,5.5082,84377.0115,6.4019,51797.2096,3.93,11925.0263,0.9048,37675.9922,2.8586,63248.8886,4.7989,360370.5606,27.3422,66956.9855,5.0802,149355.5939,11.332,40887.3036,3.1022,4385.3927,0.3327,936.7429,0.0711,48530.5119,3.6821,130052.3729,9.8674,NA,NA,NA,NA,NA,NA
2008-10-01,5.1,35.2,26.3,27.5,5,12,12.1,0.2,15.5,19.7,NA,5.15686274509804,4.34,4.96,1.1,2.85,1.82,1.26,3.23,2.17,2.81,0.91,NA,381655.35,28.9572,72598.1202,5.5082,84377.0115,6.4019,51797.2096,3.93,11925.0263,0.9048,37675.9922,2.8586,63248.8886,4.7989,360370.5606,27.3422,66956.9855,5.0802,149355.5939,11.332,40887.3036,3.1022,4385.3927,0.3327,936.7429,0.0711,48530.5119,3.6821,130052.3729,9.8674,NA,NA,NA,NA,NA,NA
2008-11-01,5.4,44.5,72.2,28.5,9.1,14.6,14.5,0,13.9,21.5,NA,13.3703703703704,4.34,4.96,1.1,2.85,1.82,1.26,3.23,2.17,2.81,0.91,NA,381655.35,28.9572,72598.1202,5.5082,84377.0115,6.4019,51797.2096,3.93,11925.0263,0.9048,37675.9922,2.8586,63248.8886,4.7989,360370.5606,27.3422,66956.9855,5.0802,149355.5939,11.332,40887.3036,3.1022,4385.3927,0.3327,936.7429,0.0711,48530.5119,3.6821,130052.3729,9.8674,NA,NA,NA,NA,NA,NA
2008-12-01,5.9,39.7,60.1,30.5,7.5,16.5,16,0,14.1,23.5,NA,10.1864406779661,4.34,4.96,1.1,2.85,1.82,1.26,3.23,2.17,2.81,0.91,NA,381655.35,28.9572,72598.1202,5.5082,84377.0115,6.4019,51797.2096,3.93,11925.0263,0.9048,37675.9922,2.8586,63248.8886,4.7989,360370.5606,27.3422,66956.9855,5.0802,149355.5939,11.332,40887.3036,3.1022,4385.3927,0.3327,936.7429,0.0711,48530.5119,3.6821,130052.3729,9.8674,NA,NA,NA,NA,NA,NA
2009-01-01,5.6,45.5,76.4,30.6,8.7,16.8,16.7,0,13.8,23.7,NA,13.6428571428571,4.34,4.96,1.1,2.85,1.82,1.26,3.23,2.17,2.81,0.91,NA,372600,28.5299,71024.4,5.4383,82767.6,6.3375,52603.9683,4.0279,12086.0889,0.9254,37932.3183,2.9045,60045.954,4.5977,358218.1771,27.4287,65430.6638,5.01,146926.2299,11.2501,56232.2842,4.3057,4435.9145,0.3397,918.8751,0.0704,47780.7937,3.6586,127561.1905,9.7673,NA,NA,NA,NA,NA,NA
2009-02-01,4.7,52.4,90.6,29.4,10.9,17.1,17.7,0,12.3,23.3,NA,19.2765957446809,4.34,4.96,1.1,2.85,1.82,1.26,3.23,2.17,2.81,0.91,NA,372600,28.5299,71024.4,5.4383,82767.6,6.3375,52603.9683,4.0279,12086.0889,0.9254,37932.3183,2.9045,60045.954,4.5977,358218.1771,27.4287,65430.6638,5.01,146926.2299,11.2501,56232.2842,4.3057,4435.9145,0.3397,918.8751,0.0704,47780.7937,3.6586,127561.1905,9.7673,NA,NA,NA,NA,NA,NA
2009-03-01,4.3,35.7,33,28.7,5.4,14.6,15.6,0,14,21.6,NA,7.67441860465116,4.11,4.67,1.16,3.05,1.53,1.23,2.27,1.82,2.89,1.15,NA,372600,28.5299,71024.4,5.4383,82767.6,6.3375,52603.9683,4.0279,12086.0889,0.9254,37932.3183,2.9045,60045.954,4.5977,358218.1771,27.4287,65430.6638,5.01,146926.2299,11.2501,56232.2842,4.3057,4435.9145,0.3397,918.8751,0.0704,47780.7937,3.6586,127561.1905,9.7673,NA,NA,NA,NA,NA,NA
2009-04-01,3.4,31.2,20,26.8,4.7,12.4,13.9,0.1,14.5,19.6,NA,5.88235294117647,4.11,4.67,1.16,3.05,1.53,1.23,2.27,1.82,2.89,1.15,NA,372600,28.5299,71024.4,5.4383,82767.6,6.3375,52603.9683,4.0279,12086.0889,0.9254,37932.3183,2.9045,60045.954,4.5977,358218.1771,27.4287,65430.6638,5.01,146926.2299,11.2501,56232.2842,4.3057,4435.9145,0.3397,918.8751,0.0704,47780.7937,3.6586,127561.1905,9.7673,NA,NA,NA,NA,NA,NA
2009-05-01,2.4,28.3,17.6,22.7,4.3,8.1,10.9,2.3,14.6,15.4,NA,7.33333333333333,4.11,4.67,1.16,3.05,1.53,1.23,2.27,1.82,2.89,1.15,NA,372600,28.5299,71024.4,5.4383,82767.6,6.3375,52603.9683,4.0279,12086.0889,0.9254,37932.3183,2.9045,60045.954,4.5977,358218.1771,27.4287,65430.6638,5.01,146926.2299,11.2501,56232.2842,4.3057,4435.9145,0.3397,918.8751,0.0704,47780.7937,3.6586,127561.1905,9.7673,NA,NA,NA,NA,NA,NA
2009-06-01,1.9,32.6,27.8,19.8,4.6,6.1,9.7,4.9,13.6,12.9,NA,14.6315789473684,4.11,4.67,1.16,3.05,1.53,1.23,2.27,1.82,2.89,1.15,NA,372600,28.5299,71024.4,5.4383,82767.6,6.3375,52603.9683,4.0279,12086.0889,0.9254,37932.3183,2.9045,60045.954,4.5977,358218.1771,27.4287,65430.6638,5.01,146926.2299,11.2501,56232.2842,4.3057,4435.9145,0.3397,918.8751,0.0704,47780.7937,3.6586,127561.1905,9.7673,NA,NA,NA,NA,NA,NA
2009-07-01,2.2,22.4,13.6,19.5,3.6,4.2,8.2,8.7,15.3,11.8,182.58,6.18181818181818,4.11,4.67,1.16,3.05,1.53,1.23,2.27,1.82,2.89,1.15,NA,372600,28.5299,71024.4,5.4383,82767.6,6.3375,52603.9683,4.0279,12086.0889,0.9254,37932.3183,2.9045,60045.954,4.5977,358218.1771,27.4287,65430.6638,5.01,146926.2299,11.2501,56232.2842,4.3057,4435.9145,0.3397,918.8751,0.0704,47780.7937,3.6586,127561.1905,9.7673,NA,NA,NA,NA,NA,NA
2009-08-01,3.2,22.6,14.4,22.5,2.7,6.3,8.9,4.7,16.3,14.4,NA,4.5,4.11,4.67,1.16,3.05,1.53,1.23,2.27,1.82,2.89,1.15,NA,372600,28.5299,71024.4,5.4383,82767.6,6.3375,52603.9683,4.0279,12086.0889,0.9254,37932.3183,2.9045,60045.954,4.5977,358218.1771,27.4287,65430.6638,5.01,146926.2299,11.2501,56232.2842,4.3057,4435.9145,0.3397,918.8751,0.0704,47780.7937,3.6586,127561.1905,9.7673,NA,NA,NA,NA,NA,NA
2009-09-01,4.2,29.1,20.7,25,4.3,8.8,10,1.6,16.1,16.9,NA,4.92857142857143,4.11,4.67,1.16,3.05,1.53,1.23,2.27,1.82,2.89,1.15,NA,372600,28.5299,71024.4,5.4383,82767.6,6.3375,52603.9683,4.0279,12086.0889,0.9254,37932.3183,2.9045,60045.954,4.5977,358218.1771,27.4287,65430.6638,5.01,146926.2299,11.2501,56232.2842,4.3057,4435.9145,0.3397,918.8751,0.0704,47780.7937,3.6586,127561.1905,9.7673,NA,NA,NA,NA,NA,NA
2009-10-01,4.8,42.2,48.3,26.8,8.1,12.7,12.6,0.1,14.1,19.7,NA,10.0625,4.11,4.67,1.16,3.05,1.53,1.23,2.27,1.82,2.89,1.15,NA,372600,28.5299,71024.4,5.4383,82767.6,6.3375,52603.9683,4.0279,12086.0889,0.9254,37932.3183,2.9045,60045.954,4.5977,358218.1771,27.4287,65430.6638,5.01,146926.2299,11.2501,56232.2842,4.3057,4435.9145,0.3397,918.8751,0.0704,47780.7937,3.6586,127561.1905,9.7673,NA,NA,NA,NA,NA,NA
2009-11-01,5.4,41.5,70.3,27.7,8.9,13.3,13.2,0.1,14.4,20.5,NA,13.0185185185185,4.11,4.67,1.16,3.05,1.53,1.23,2.27,1.82,2.89,1.15,NA,372600,28.5299,71024.4,5.4383,82767.6,6.3375,52603.9683,4.0279,12086.0889,0.9254,37932.3183,2.9045,60045.954,4.5977,358218.1771,27.4287,65430.6638,5.01,146926.2299,11.2501,56232.2842,4.3057,4435.9145,0.3397,918.8751,0.0704,47780.7937,3.6586,127561.1905,9.7673,NA,NA,NA,NA,NA,NA
