"date","NDVImean","NDVIstd","PETmean","PETstd","CHIRPSmean","CHIRPSstd","CSI"
2012-02-05,0.556985930147282,0.296303947605321,0.40455804182449,0.316994388454353,56.6289442654314,22.4775826026653,0.000725999999999637
2012-02-10,0.560871202151356,0.291448323469202,0.392164817525973,0.497045818313691,57.5252501389076,23.7638432732944,0.000725999999999637
2012-02-15,0.563397107319017,0.28662458362844,0.266697597482501,0.313925102327532,58.4215560123839,25.0501039439234,0.000725999999999637
2012-02-20,0.564551716692141,0.282561488707885,-0.0438904494382023,0.442614544234978,59.3178618858601,26.3363646145525,0.000725999999999637
2012-02-25,0.558824351530329,0.277262292734633,0.121709750923234,0.420785727340389,60.2141677593364,27.6226252851815,0.000725999999999637
2012-03-01,0.55371368075062,0.275468659311852,0.118748623044724,0.424493232468547,60.1796427708713,28.3922312122298,0
2012-03-06,0.545359514190079,0.275058278780727,-0.111129640824665,0.456588320726304,54.2498556567778,25.8896904299336,3.4014067175131
2012-03-11,0.537415422803433,0.277819718327923,-0.114024136496047,0.413884056717953,47.3892376807429,22.8704949040567,3.3257019992259
2012-03-17,0.523776098593046,0.27860546903916,0.14634013308607,0.520876402028427,40.5286197047081,19.8512993781797,3.22788959734588
2012-03-22,0.506082100830191,0.277503607731999,0.0148281191261852,0.45098765863474,33.6680017286732,16.8321038523028,3.10361309102287
2012-03-27,0.484723930509646,0.274015005551194,-0.0827226836020192,0.397869633114458,26.8073837526384,13.8129083264259,2.94903052906204
2012-04-01,0.463514492921324,0.272361849778422,0.165449967202014,0.475971413883353,20.1454535724272,10.8997958236612,2.76175180536152
2012-04-06,0.442817086898263,0.273935077496756,0.228382330306295,0.406895979295573,17.0599037170411,9.89617773691814,2.5419705936722
2012-04-11,0.420875880130209,0.278191448131311,-0.0769814758578803,0.472693867030936,15.1664806365968,9.52905778884888,2.29347907638205
2012-04-16,0.392280891866485,0.279533548562185,0.34804708400214,0.413034587979943,13.2730575561525,9.16193784077963,2.0240890406909
