datetime,tempmax,tempmin,temp,dew,humidity,precip,precipprob,sealevelpressure,cloudcover,visibility,solarradiation,uvindex
2023-07-29,23,6.6,14.9,0.8,41.1,0,0,1020.5,6.6,11.5,154.3,6
2023-07-30,11,2.3,6.2,-3.8,51,0,0,1023.9,17.3,11.4,168.3,7
2023-07-31,14.4,0.7,6.5,-6.8,40.2,0,0,1028.4,0,11.5,200.1,7
2023-08-01,17,2.5,8.6,-7.2,35,0,0,1031.8,0,11.3,184.5,7
2023-08-02,15.9,2.1,8.2,0.6,62.1,0,0,1035.5,40.8,10.7,168.3,7
2023-08-03,15,2.9,8.6,1.3,63.6,0,0,1034.9,29.3,11.2,163.4,7
2023-08-04,15.8,1.3,8.2,-0.9,56.3,0,0,1032.5,11.9,11,185.6,7
2023-08-05,17,1.5,9.5,-0.8,52,0,0,1032.5,18.1,11.4,175.5,7
2023-08-06,20.6,2.7,10.8,-1.1,48.2,0,0,1032.7,0.8,11,194.6,7
2023-08-07,22,3.5,12,-5.4,34.9,0,0,1030.8,0.4,11.2,195.6,7
2023-08-08,21.6,3.4,12.5,-5,32.4,0,0,1029.9,0,11.4,174.2,7
2023-08-09,18.8,5.2,12.1,-0.9,42.3,0,0,1032.1,18.6,11.6,180.1,7
2023-08-10,18.1,5.1,11.1,1.9,57.3,0,0,1032.2,16,10.2,188.8,7
2023-08-11,17.3,6.2,11.7,1.6,51.9,0,0,1028.1,45.3,11.4,167,7
2023-08-12,19.9,5.3,12.9,1.8,49.9,0,0,1025,15,11,187.6,7
2023-08-13,22.8,6.8,14.5,2.4,48,0,0,1023,1.8,10.6,179.2,7
2023-08-14,24.9,8,15.8,0.8,39.5,0,0,1022.4,10.7,10.6,188.3,7
2023-08-15,26,9,17.1,-3.9,27.9,0,0,1024,3.7,11,184.1,7
2023-08-16,22.8,7.5,15,3.2,48.6,0,0,1026.8,30,10,167,6
2023-08-17,22.8,8.7,15,4.6,56.4,0,0,1025.1,66.4,10,165,7
2023-08-18,24.6,7.9,16,1.3,39.3,0,0,1021.8,28,11.3,184.1,7
2023-08-19,25.7,8.3,16.9,-0.2,32.8,0,0,1020.8,11,11.6,179.9,7
2023-08-20,24.8,6.6,16.8,-1.6,29.5,0,0,1021.5,11,11.3,198.1,7
2023-08-21,27.9,9.8,18.3,-0.4,32.7,0,0,1019.6,2.5,11.3,197.1,7
2023-08-22,27.8,8.1,18.3,-9,16.8,0,0,1019.2,0,11,207.2,7
2023-08-23,25.7,11.1,17.4,-7.8,18.3,0,0,1020.7,0,11.2,213.1,7
2023-08-24,25.7,8,16.8,-1.8,30.8,0,0,1021.5,0.5,10.3,209,7
2023-08-25,23.2,8.3,15.8,8.5,65.1,0,0,1017.9,42.4,9.5,168.8,8
2023-08-26,18.4,5.3,11.8,-6.9,28.8,0,0,1021.4,14.5,11.3,221.2,7
2023-08-27,21,3.3,11.7,-3,39.4,0,0,1031.7,12,11,223.1,8
2023-08-28,20.9,2.7,11.7,-2.6,42.6,0,0,1036.2,0,11.1,209,8
2023-08-29,22.9,3.2,13,-0.4,45.2,0,0,1033.5,0,11.2,217.5,8
2023-08-30,22.7,5.6,13.7,2.5,51.1,0,0,1029.7,0,11.4,218.4,8
2023-08-31,23.6,6.5,14.8,1.1,43.6,0,0,1024.9,0,11.4,221.4,8
2023-09-01,25.8,8.8,17.1,0.1,34.4,0,0,1022.6,11.2,11.3,209.8,8
2023-09-02,26.9,10,18.4,-0.8,30,0,0,1022.6,0.6,11.2,211.3,7
2023-09-03,27.9,10.9,19.1,1.3,33.6,0,0,1023.8,5,12,179.8,7
2023-09-04,29.8,10.7,19.9,1.8,34,0,0,1024.7,4.4,11.4,206.3,7
2023-09-05,29,12,20.7,1.1,29.3,0,0,1023.1,11.6,11.3,190.5,7
2023-09-06,27.1,10.2,18.2,-7.8,17.8,0,0,1023.3,1.2,11.1,203.8,7
2023-09-07,26.8,6.2,16.5,-10.5,16.5,0,0,1024.5,0,11.1,251,8
2023-09-08,27.9,9.4,18.8,-4.8,20.8,0,0,1024.8,26.3,11.2,223,8
2023-09-09,29.8,10.6,20.4,4.1,38,0,0,1024.5,0.3,11.5,221.8,8
2023-09-10,29.9,12.7,21.1,2.7,32.5,0,0,1021.5,0,11.3,216.9,8
2023-09-11,29.7,9.3,18.6,0,31.2,0,0,1018.4,1,10,215.9,8
2023-09-12,14.9,3.1,9.1,0.4,55.1,0,0,1027.6,41.1,10.7,202.8,8
2023-09-13,17.9,5.5,11.9,4.3,61.1,0,0,1030.1,44.4,11.4,155.6,6
2023-09-14,23.7,10,15.4,5.9,57.3,0,0,1025.5,40.7,10.6,249.8,8
2023-09-15,28.9,9.8,19.1,-0.1,35.6,0,0,1021.4,0.4,11.2,265.8,8
2023-09-16,28.1,13.8,19.8,-10.3,13.1,0,0,1019.4,0,11.6,265.4,9
2023-09-17,26.1,9.1,17.3,-6.1,21.5,0,0,1021.4,3.9,11.2,262.9,9
2023-09-18,23.9,9.2,15.5,5.4,54.3,0,0,1023.1,20.7,10.9,185.1,9
2023-09-19,27.1,9.2,18.2,7.8,55,0.4,100,1021.1,22.8,11.9,236.4,8
2023-09-20,27.5,12.9,19.8,3,40.2,0.2,100,1022.2,16,11.2,254.9,9
2023-09-21,28.7,11.5,21,-2.6,21.9,0,0,1022.6,1.8,11.5,247.7,8
2023-09-22,30.6,10.7,21,1,30,0,0,1022.7,0,11.3,265.1,9
2023-09-23,29,13.9,22.4,3.3,30.8,0,0,1022.8,22.9,11.2,225.1,8
2023-09-24,28.2,14.2,21.7,2.4,29.7,0,0,1022,0.8,11,238.9,8
2023-09-25,25.7,8.1,17.6,4.2,41.8,0.1,100,1019.9,33.6,11.2,200.5,8
2023-09-26,21.1,7.2,13.5,1.8,47.9,0,0,1020,11.2,10.7,261,9
2023-09-27,15.4,8.1,11.8,6.9,72.9,0,0,1021.7,67,11,78.3,4
2023-09-28,20.9,7.1,13.9,7.4,68.5,0.067,100,1023.9,43.1,9.5,209.1,10
2023-09-29,24.8,11.2,17.4,8.4,59.2,0,0,1023.7,29.2,10.4,267.6,10
2023-09-30,30.1,11.5,21.1,4,39.1,0,0,1021.6,0.2,11.3,294.5,9
2023-10-01,28.9,12,20.8,-2.6,25,0,0,1022.8,3.5,11.4,292.8,9
2023-10-02,22,10.1,14.6,7.8,65.9,0,0,1028.7,47.8,11,194.3,10
2023-10-03,27,8.5,17.7,6.9,53.3,0,0,1027.5,0,11.5,283.4,9
2023-10-04,31.8,11.9,22,4.1,36.1,0,0,1025.9,17.5,11.6,288.1,10
2023-10-05,31.9,12.8,22.6,2.2,30.2,0,0,1024.7,6.7,11.3,286.9,9
2023-10-06,32.6,13.4,22.7,1.3,27.4,0,0,1022.1,15,10.9,292.5,9
2023-10-07,31.9,13,22.7,1.9,28.7,0,0,1020,0,11.4,288.4,9
2023-10-08,32.8,15.6,24.2,1.8,25.7,0,0,1019.9,13.1,11.5,278.5,9
2023-10-09,25.9,13.9,19.9,10.7,57.5,0,0,1023,20.6,11.4,254.1,9
2023-10-10,21,14.1,17.7,11.5,67.4,0.1,100,1022.9,54.1,11.4,103.6,4
2023-10-11,21.7,16.2,18.2,12.2,68.3,0.269,100,1022.9,75.2,11.1,63.6,4
2023-10-12,20.2,14.3,17.1,10.5,65.5,0,0,1020.7,67.6,11.2,87.3,3
2023-10-13,29,11.1,19.3,3.2,43.2,0,0,1018.8,2.7,11.4,289.5,10
2023-10-14,28,9.9,19.6,-0.1,29.7,0,0,1020,4.8,11.4,314.3,10
2023-10-15,21.7,12.7,16.6,9.8,65.2,0,0,1019.1,54.2,11.4,144.2,6
2023-10-16,20.7,12.1,15.7,10.9,74.1,4.047,100,1017.4,70.4,10.4,155.7,10
2023-10-17,20.5,11,15.1,7.3,62.3,0,0,1021.3,49.1,10,276.2,10
2023-10-18,25.8,9.9,17.1,5.5,51.2,0,0,1024.8,31.5,11.8,328.5,10
2023-10-19,27.1,11.4,19.5,6.1,44.9,0,0,1026.5,20.7,11.5,309.4,10
2023-10-20,27.8,11.7,20,7,46.7,0,0,1024.7,1.9,11.4,317,10
2023-10-21,29.9,12.6,22,4,35.1,0,0,1018.7,5.4,11.6,323.9,10
2023-10-22,29,13,20.5,5.2,42.7,0,0,1017.4,15.3,11.6,320.7,10
2023-10-23,26.9,11,18.8,8.6,56.3,0,0,1019.8,26.8,11.2,278.5,10
2023-10-24,32,12.5,22.7,0.4,30.4,0,0,1017,0,11.5,326.1,10
2023-10-25,31.8,12.5,22.4,-3.3,20.6,0,0,1020,6.5,11.2,331.8,10
2023-10-26,30.8,12.3,21.3,8.4,48.6,0,0,1022.9,2.9,11.4,329.6,10
2023-10-27,33.5,14.7,23.8,5.4,35,0,0,1020.8,10.3,11.4,324.2,10
2023-10-28,29.9,16.1,22.5,5.6,36.2,0.1,100,1018.3,45,11.3,207,9
2023-10-29,20.2,7.1,14.4,8.3,67.3,0.1,100,1020.2,66.5,10.8,180.8,10
2023-10-30,6.9,4.9,5.7,4,89.2,1,100,1024.4,98.5,8,32.8,1
2023-10-31,10,4.9,7.8,6.8,93.3,1.5,100,1023.5,95.9,7.9,29.3,1
2023-11-01,20,6.2,12.9,5.7,65.9,0,0,1023.9,62.6,9.6,344.7,10
2023-11-02,23.7,9,16,7.7,61.8,0,0,1024.1,54.1,10.1,318.2,10
2023-11-03,22.9,10.2,16.6,8.1,59.5,0,0,1023.9,68.2,10,252.3,9
2023-11-04,22.8,12,17.2,9.1,59.9,0.4,100,1022.4,73.1,10,167.6,7
2023-11-05,28,11,19.9,8.8,53.3,0,0,1020.6,20,10.6,334.2,10
2023-11-06,28.8,15.1,22.3,9.7,47.4,0.1,100,1018.1,57.8,14,276.1,10
2023-11-07,21.3,13,15.7,12.4,81.6,19.6,100,1020.3,76.7,9.2,49.3,3
2023-11-08,25.6,10.1,17.4,8.7,61.9,0,0,1021.7,24.8,9.7,264.7,10
2023-11-09,27,12.4,19.6,11.3,61.8,0,0,1021.7,23.1,11.2,341.3,10
2023-11-10,27.9,14.8,20.7,11.7,58.9,0,0,1023.3,20.4,10.5,253.8,10
2023-11-11,29.9,14.3,21.6,11.7,57.1,0,0,1022.6,42.7,10.3,338.7,10
2023-11-12,31.9,16.3,23.6,9.6,44.6,1.4,100,1021.2,39.7,10,322.7,10
2023-11-13,27.8,14,19.8,12.1,64,0,0,1022.4,34.6,10.4,305.4,10
2023-11-14,18.1,13,15.3,11.5,78.6,0,0,1025.5,71.2,11.2,95,4
2023-11-15,24,11.1,17.3,10.4,66.3,0,0,1024.6,48.7,11.5,282.8,10
2023-11-16,25.6,12,18.8,11,62.7,0,0,1023.5,26.5,11.5,136.5,5
2023-11-17,25.8,15.7,20.5,11.7,58.3,0,0,1022.9,48.2,11.4,167.2,8
2023-11-18,28,16,20.7,12.1,60.1,0,0,1022.3,41.9,11.5,173,9
2023-11-19,30.3,14.1,22.9,10.3,49.8,0,0,1021,24.5,11.3,337.7,10
2023-11-20,31.9,18,23.5,11.7,50,0.6,100,1020.2,36.2,10.7,211.7,10
2023-11-21,30.2,16,23.1,12.7,55.9,0.6,100,1020.8,38.2,10.9,312.7,10
2023-11-22,31,16.3,24.1,12.4,51.8,0,0,1022.6,38.4,11.2,369,10
2023-11-23,31.8,18.1,24.9,12.3,48.2,0,0,1023.3,15.4,10.9,344,10
2023-11-24,31.9,19.3,25.1,7.9,35.2,0,0,1022,7.6,11.1,345.9,10
2023-11-25,31.2,16.9,24.9,8.2,36.8,0,0,1021.5,26,11.5,283.1,10
2023-11-26,32,18,24.8,11.7,47,0,0,1024.5,32.3,11.4,354.8,10
2023-11-27,32.6,18.2,24.9,12.8,50.4,0,0,1024.1,30.2,11.9,327.7,10
2023-11-28,31,17.3,23.1,14,58.5,0.4,100,1018.5,46.8,12.7,190.1,10
2023-11-29,28.1,16.3,21.7,8.3,44.6,0,0,1017.3,43.9,11.5,174.7,10
2023-11-30,22.7,11.9,17.1,9.6,62.6,0,0,1023.5,60.3,11.5,267.1,10
2023-12-01,27.9,12.1,19.9,9.9,56.9,0,0,1024.2,26.1,11.4,332,10
2023-12-02,31.2,16.1,24.2,8.6,40.1,0,0,1022,7.7,11.5,347.7,10
2023-12-03,31.6,18.2,24.9,8,36,0,0,1021.3,4.4,11,372.3,10
2023-12-04,32.8,17.9,25.2,7.4,35.3,0,0,1020.7,16,11.5,333.3,10
2023-12-05,31.7,16.4,24.6,6.4,33.2,0,0,1019.9,51.2,11.3,232,10
2023-12-06,25.3,18,21.3,12.1,56.7,0,0,1023.2,44,10.9,147.6,6
2023-12-07,25,14.8,19.6,12.3,64.3,0.3,100,1022.5,50.7,14.3,180.5,10
2023-12-08,29.9,14.8,21.6,11.7,58.1,0,0,1018.8,37.8,11.4,311.8,10
2023-12-09,33,15,23,10,49.1,0,0,1017.3,28.7,11.6,292.7,10
2023-12-10,19.2,13.8,16.9,13,78.5,0,0,1019.6,78.5,11.7,67.2,3
2023-12-11,20.2,13,15.8,12.8,83.1,2.8,100,1020,79,10.4,106.5,5
2023-12-12,26.9,12.1,19.2,11.7,66.2,0,0,1018.8,46.7,11.2,266.3,10
2023-12-13,28,14.1,20.7,12.8,62.6,0,0,1019.5,37.1,11.2,288.8,10
2023-12-14,27.6,15.1,20.7,13.6,66,0,0,1019.6,61.3,11.6,320.2,10
2023-12-15,25.9,17,20.4,14.2,68.7,0,0,1020.7,63.5,11.1,196.4,10
2023-12-16,25.2,15.9,19.6,15,76.5,0.1,100,1020.3,52.5,10.4,204.9,10
2023-12-17,27.1,15.9,21.4,15,69.8,0,0,1020.6,47.6,11.1,266.8,10
2023-12-18,27.1,17.2,21.2,15.5,72.1,0,0,1020.7,39.4,11.1,222.3,10
2023-12-19,30.4,16.4,22.7,13.8,60.4,0.1,100,1022,48.3,11.5,326.8,10
2023-12-20,28.6,16.9,22,15.5,68.5,0,0,1022.7,49.8,11.4,278.6,10
2023-12-21,30.6,17.3,23.9,14.5,59.8,0,0,1022,22.2,11.4,240.4,10
2023-12-22,29.8,18.1,23.1,11.5,49.8,0,0,1024.4,42.9,11.3,278.8,10
2023-12-23,30.1,16.6,23.6,11.3,48.4,0,0,1023.9,21.2,11.4,355.1,10
2023-12-24,27.2,20,22.9,13.6,56,0.1,100,1022.9,53.8,11.6,231.2,10
2023-12-25,19.9,16.1,17.4,15,86.7,0,0,1020,76.6,9.5,64,2
2023-12-26,24.6,13.1,18.5,14,77.4,0.6,100,1018.1,82.6,10.8,183.5,6
2023-12-27,18,12,14.8,10.7,77.3,0,0,1021.6,91.5,10.8,133,5
2023-12-28,23.3,13,18.1,12,69.6,0.2,100,1021.8,61.6,11.7,253.5,10
2023-12-29,23.8,14,18.4,11.8,67.2,0,0,1022.6,66.7,11.2,258.9,10
2023-12-30,24.9,13.2,18.8,11.9,66.5,0,0,1021.1,56.8,11.4,252.4,10
2023-12-31,25.7,14.2,19.9,12.4,64.3,0,0,1020.1,33,11.4,237.6,10
2024-01-01,28.1,15.2,21.7,11.2,55.7,0,0,1021.9,25.2,11.5,288.1,10
2024-01-02,25.9,15.1,20.4,12.7,62.9,0,0,1024.2,58,11.6,231.5,10
2024-01-03,26.9,16.2,20.7,13.5,65.9,0,0,1021.5,62.1,11,264.8,10
2024-01-04,27.9,14.2,20.8,10.8,56.6,0,0,1021,39,10.9,306.1,10
2024-01-05,26.5,14.4,18.6,13.3,72.7,0,0,1023.5,59.7,10.5,191,10
2024-01-06,28.6,14,20.9,12.6,62.9,0,0,1022.5,27.5,10.8,226.1,10
2024-01-07,29,16.2,21.3,12.9,61.3,0,0,1021.3,33.1,11.5,201.6,10
2024-01-08,27.8,16.8,21.4,14,64.2,0,0,1020.7,42.1,11.2,272.6,10
2024-01-09,20.1,16.1,17.8,14.7,82.4,0.404,100,1021.2,69,10.8,65.5,4
2024-01-10,24.2,15.1,19,15.7,82.2,0.337,100,1019.9,59.1,11.2,193.8,10
2024-01-11,24.1,16.1,19.1,15.6,81.5,2.024,100,1019.9,61.3,10.5,171.9,10
2024-01-12,27.6,17.1,20.5,16,77.1,4.111,100,1020.8,65.6,10.8,236.7,10
2024-01-13,26.8,16,20.8,15.3,72.8,0.067,100,1020.6,34.9,10.8,243.8,10
2024-01-14,26.9,15.5,21.3,15.1,69.6,16,100,1019.8,27.3,10.7,280.5,10
2024-01-15,29.6,16.2,22.3,15.8,68.9,0,0,1019.6,27.3,11.3,292,10
2024-01-16,27.2,15.7,20.6,16.1,76.3,3.44,100,1019.2,47.6,10.7,163.7,10
2024-01-17,24.8,15.4,19.3,14.7,76.1,13,100,1018.8,55.8,11.5,216.7,10
2024-01-18,20.8,12.3,16.4,11.4,74,6.071,100,1021.8,73.7,10.7,313.8,10
2024-01-19,23.9,10.3,16.9,7.5,57.3,0,0,1024.1,36.8,11.5,389.9,10
2024-01-20,24.9,10.2,17.7,6.2,50.9,0,0,1024,28.6,11.4,355.2,10
2024-01-21,27.8,11.5,20.3,9.4,52.7,0,0,1021.2,18.2,11.4,338.6,10
2024-01-22,29.8,14.4,21.9,11.2,52.6,0,0,1021.9,26.8,11.5,275.1,10
2024-01-23,25.7,15.9,20.2,12,61.2,10.067,100,1027.2,40.7,10.7,181.3,9
2024-01-24,27.4,14.2,20.8,12.9,62.8,0,0,1027.5,31.8,11.2,262.6,10
2024-01-25,27.7,15.9,20.9,15.1,71.4,2.698,100,1025.2,42.9,9.9,244.9,10
2024-01-26,29.8,16.1,22.4,15.6,68.4,0.675,100,1023.3,37.9,11.4,332.4,10
2024-01-27,26.5,17,20.9,15,70.1,0,0,1022.7,55.9,11.2,214.4,10
2024-01-28,26.8,16.1,21.1,16,74.3,6,100,1022.5,48.1,10.4,188.3,9
2024-01-29,27.2,16.2,20.3,15.4,75.1,0.202,100,1023.4,48.3,10.8,195.9,10
2024-01-30,28,15.2,20.8,15.6,74.8,0,0,1023.7,38.5,11,167.6,9
2024-01-31,25.1,15.1,20.3,13.3,66.2,12,100,1026.7,33.3,11,254.2,10
2024-02-01,27,15,20.5,12.5,62.8,0,0,1028,35.1,11.3,246.8,10
2024-02-02,26.4,14,19.9,12.7,65.9,0,0,1025.9,32.5,11,177.3,7
2024-02-03,28.2,15.1,21.4,13.5,64.1,0.135,100,1022.2,42.3,11.4,268.5,10
2024-02-04,27.1,15.2,21,14,66.7,0,0,1021.6,47.3,11.1,222.1,10
2024-02-05,29.8,15.3,21.7,13.7,63.9,0,0,1021.8,32.1,11.2,331.3,10
2024-02-06,31,15.7,23.7,10.4,46.5,0,0,1020.6,12,11.4,332.9,10
2024-02-07,32.8,15.6,24.2,9.9,45.3,0,0,1021,20.7,11.1,318,10
2024-02-08,33,18.1,25.3,10.4,41,0,0,1022.3,49.2,10.7,281.4,10
2024-02-09,28.9,16.9,21.1,15.2,71.8,0,0,1023.4,58.3,10.8,225.2,10
2024-02-10,30,16.2,22.8,13.5,60.2,0.742,100,1023.1,27.4,10.9,282.5,10
2024-02-11,22.3,16,19,14.8,76.7,0,0,1027.1,70,11.1,114.8,4
2024-02-12,25.6,16.4,19.4,15.2,77.7,0,0,1026.8,58.6,11.3,216.8,10
2024-02-13,30.5,15.4,22,14.1,66.1,0,0,1024,31.1,11,315.5,10
2024-02-14,32.3,14.8,22.7,13.4,61,0,0,1021.5,12.2,11.1,300.5,10
2024-02-15,29.5,16.4,23,14.1,59.1,0.7,100,1017.9,23.4,11.2,332.4,10
2024-02-16,30.1,17.1,23.4,12.5,53.2,1,100,1016.4,34.5,12,337.5,10
2024-02-17,32,16.5,24.6,10.7,43.1,0,0,1020.3,19.4,11.3,314.4,10
2024-02-18,31,17.2,22.7,14,60.8,9.067,100,1024,40.7,10.9,295.8,10
2024-02-19,27.8,17,21.5,15.3,69.7,0,0,1025.1,50,11.1,175.4,10
2024-02-20,28.3,17,21.3,15.6,72,12.816,100,1023,51.2,11.6,230.8,10
2024-02-21,31,16.3,23.5,14.4,60.2,0,0,1020.3,20.7,11.3,290.5,10
2024-02-22,26.8,18.1,22.7,13.5,57,0,0,1019.9,44.9,11.6,161.5,10
2024-02-23,30.7,16.2,22.8,13.9,60.7,0,0,1021.1,36,11.3,286.7,10
2024-02-24,27.9,16.2,22,14,62,6.408,100,1022.3,32.1,11.7,274,10
2024-02-25,28.1,17.3,22.8,13.4,57.6,0,0,1021.6,20.3,11.5,191.9,7
2024-02-26,29.8,17.1,21.6,14.5,66,0,0,1020.8,27.2,11,264.4,10
2024-02-27,23.5,16.6,18.8,14.6,77.1,0.337,100,1024.7,77.5,10.1,99.1,4
2024-02-28,24.2,15.9,19,12.8,69.2,0.067,100,1025.6,66.3,11.2,181.2,9
2024-02-29,25.1,13.9,18.8,11.1,62.6,0,0,1024.3,56.4,11.3,189,7
2024-03-01,27.9,13.2,19.9,11.6,62,0,0,1022.5,28.6,11,255.3,10
2024-03-02,29.7,14.2,20.5,11.8,60.4,1.012,100,1022.3,35.8,11.3,303.9,10
2024-03-03,28.2,13.7,20.9,11.4,57.5,0,0,1022,22.3,11.3,299.1,10
2024-03-04,28.8,16.1,22.1,12.7,57.5,0,0,1019.3,28.8,11.5,281.5,10
2024-03-05,31,18.1,23.9,12.3,51,1.012,100,1017.8,32.7,11.5,280.9,10
2024-03-06,33.1,15.7,24.6,10.8,44.7,0,0,1019.7,24.8,11.5,266.7,10
2024-03-07,28.9,17,23,14.5,60,0.3,100,1022.4,52.1,11.3,196.8,8
2024-03-08,31,14.7,22.9,13,57.5,0,0,1023.3,26.1,11.4,259.4,10
2024-03-09,32.4,17.1,24.4,12.7,50.2,0,0,1023.7,14.4,11.5,269.8,10
2024-03-10,31.8,17.4,22.6,14.9,65,6.408,100,1024.8,19.8,11.1,253,9
2024-03-11,30.2,16.4,23.1,11.7,52.8,0,0,1026.3,9.6,11.4,298.5,10
2024-03-12,30.6,14.3,22.3,8.8,48.2,0,0,1024.1,31.8,11.5,249.3,9
2024-03-13,32,17,23.9,8.5,41.5,0,0,1018.3,38,11.8,265.3,10
2024-03-14,32.1,16.8,24.1,6.9,37.2,0,0,1019.5,23.8,11.3,296.4,10
2024-03-15,27.9,15.8,21.3,14.4,66.7,0,0,1024.5,62.4,11.3,168.5,10
2024-03-16,32.2,16.1,23.9,12.6,55.4,0,0,1024.1,21.5,10.8,280.8,10
2024-03-17,32.8,16.3,23.9,11.4,48.1,0,0,1023.5,11.8,11.8,249.3,9
2024-03-18,27.8,16.2,21,15.4,72.6,0.337,100,1024.7,66.9,11.4,183.2,9
2024-03-19,31,16.2,22.5,12.8,58.1,0,0,1022.5,40.6,11.2,229.3,9
2024-03-20,31.3,17,23,12.8,54.7,0,0,1023.6,27.3,11.1,232.1,9
2024-03-21,24.8,16.7,20.2,15.4,74.8,2.091,100,1026.1,65.8,11.1,127.6,7
2024-03-22,25,14.7,19.1,13.8,73.5,1.011,100,1025,54.2,10.8,185.4,9
2024-03-23,25.1,13.6,18.7,13.2,72.8,0,0,1024.5,47.1,11.3,186.8,9
2024-03-24,25.3,14.6,19.5,11.6,63.4,0.067,100,1026.4,48.5,11.5,271.3,9
2024-03-25,24,14.6,18.7,12.7,69.5,0,0,1028.8,66.8,11.4,161.2,10
2024-03-26,23.7,15.5,19.1,13,69.3,0.067,100,1027.1,65.6,10.8,162.6,8
2024-03-27,26.5,13.7,19.9,12.2,64.4,0,0,1026.1,40.5,10.8,288.2,10
2024-03-28,22.9,15.1,18.2,13.2,73.3,0.1,100,1025,52.2,10,127.6,6
2024-03-29,26.8,13.1,19.4,10,59,0,0,1023.5,25.4,9.9,270.6,10
2024-03-30,24.7,15.1,19.3,12.6,67,0.5,100,1025.4,61.9,9.3,251.5,10
2024-03-31,23.9,14,18.3,11.5,66.3,0,0,1027.3,69.3,10,221.6,10
2024-04-01,24.9,14.1,18.7,11.9,65.9,0,0,1025.7,58.3,10.3,143.6,6
2024-04-02,25,13.1,19.1,10.6,61,0,0,1024.1,28.5,10.4,202.6,10
2024-04-03,24.8,14.3,18.5,12.1,68.3,6.745,100,1022.9,50.2,10.4,126,7
2024-04-04,22.9,14.4,18.2,13.8,77.2,8.769,100,1023.4,61.5,10,144.9,6
2024-04-05,23.8,15.1,18.1,14.4,80.2,0.5,100,1022.7,49.5,11.2,174.3,9
2024-04-06,24.8,13.2,18.1,13.4,76.6,0.337,100,1023,67.3,10.2,170.4,9
2024-04-07,20.3,14.1,16.6,13,80.3,0.067,100,1023.5,78.8,11.1,113.3,8
2024-04-08,17,13.2,14.8,13.2,90.2,0,0,1019.9,92,11,36,2
2024-04-09,23,11.2,16.1,9.6,70.3,4.047,100,1016,57.3,9.8,211.5,9
2024-04-10,23,8.9,14.8,5.8,58,0,0,1018.9,3.9,11.4,250.8,8
2024-04-11,21.9,8.2,15.5,5.2,53,0,0,1023.7,8,11.9,232.1,8
2024-04-12,19.7,12,14.5,10,75.4,0,0,1025.8,58.4,11.3,153.3,10
2024-04-13,20.9,9.2,14.8,8.3,68.1,0,0,1024.9,27.6,10.8,201.2,9
2024-04-14,21.9,8.6,15.3,7.3,61.1,0,0,1026,15.6,11.6,218.1,8
2024-04-15,19,11.4,15,9.4,69.7,0,0,1027.4,27.2,11.5,103.5,6
2024-04-16,20.9,10.3,14.9,9.7,72.9,0,0,1026.8,45.5,10.8,154.9,6
2024-04-17,21.5,10.1,15.2,8.5,65.9,0,0,1026.9,33.4,11.6,222.9,8
2024-04-18,22.2,9.4,15.8,8.6,64.8,0,0,1027.9,26.7,11.3,149,6
2024-04-19,25.8,10.4,17.8,6.4,51.4,0,0,1027,0,11.7,225.5,8
2024-04-20,27.8,11.2,19.3,6.7,47,0,0,1024.9,0.2,11.2,226.9,8
2024-04-21,29,11.5,20.1,5.3,42.7,0,0,1023.7,6.6,11.9,234.6,8
2024-04-22,27.8,11.9,20,6.7,44.9,0,0,1023.7,0.8,11.8,210.6,8
2024-04-23,28.9,12.9,20.9,6.1,41,0,0,1024.1,0.4,11.5,215.7,8
2024-04-24,28.9,12.2,20,7.8,47.1,0,0,1024.2,0.6,11.1,214.3,8
2024-04-25,27.9,14.1,20.7,4.5,37,0,0,1023.6,23.7,11,180,8
2024-04-26,25.7,12.4,17.9,9.1,58.6,0,0,1024.7,39.8,11.6,164.9,6
2024-04-27,21,13,16.2,10.5,71.1,6.475,100,1029.2,49.8,11.2,127.6,6
2024-04-28,21.1,10.1,15.1,8.4,66.1,0,0,1028.9,38.3,11.1,184.7,10
2024-04-29,22.8,7.7,14.6,5.5,57.9,0,0,1025.6,4.1,11.3,205.1,7
2024-04-30,25,9.7,16.6,4.2,48,0,0,1023.5,5.1,11.5,204.7,8
2024-05-01,26.8,10.2,18.1,4,43,0,0,1024,1.2,10,201.8,7
2024-05-02,27.8,11.6,19.3,4.5,41.4,0,0,1025.9,0,11.8,192.9,7
2024-05-03,25.9,10.4,17.7,5.1,46.9,0,0,1029.1,0,11.4,197.2,7
2024-05-04,23.8,9.6,15.9,5.4,52.3,0,0,1028.8,0,11.3,201.8,7
2024-05-05,25.7,8,16.2,2.4,44,0,0,1025.4,0.5,11.5,200.3,7
2024-05-06,25.9,8.8,17,1.6,40.4,0,0,1024.4,12.2,11,196.5,7
2024-05-07,25.9,8.7,16.7,1.7,39.5,0,0,1026.2,0,11.3,188.4,7
2024-05-08,27,10,17.9,3.2,41,0,0,1027.3,0,11.4,177,7
2024-05-09,25.9,10.4,17.3,3.8,43.8,0,0,1026.2,0,11.5,188.5,7
2024-05-10,25.7,9.1,16.8,3,43.4,0,0,1023.6,0,11.5,188.3,7
2024-05-11,27.7,10.6,18.6,3.5,39.1,0,0,1023.9,4.3,11.3,172.4,7
2024-05-12,26.7,10.7,18.3,5.4,45.1,0,0,1025.4,4.4,11.5,168.9,8
